state,city,organisation,description,costservices_id,addressbook_id,services_id,wef,remarks,tourleaderfree,servicecharges,agentcharges,commissionontransport,cities_id,costservicesdistinct_id,costservicesentrancefees_id,costservices_id,frompax,topax,cost,tourleaderfree,remarks,currencies_id,resident,SpecialGst,nett
Orissa,Bhubaneswar,Travel Link Pvt Ltd,Half-day city tour of Bhubaneshwar temples,7348,778,00:00.0,2019-10-01T00:00:00,,0,,0,0,34,265,2997,7348,1,35,100,0,Rajarani Temple,13,4,,0
Rajasthan,Bharatpur,Birders Inn,Visit to the bird sanctuary,7585,2241,00:00.0,2019-10-01T00:00:00,,,,,,42,,3023,7585,1,35,500,0,,13,2,,0
Rajasthan,Bharatpur,Birders Inn,Visit to the bird sanctuary,7585,2241,00:00.0,2019-10-01T00:00:00,,,,,,42,,3024,7585,1,35,50,0,,13,1,,0
Rajasthan,Karauli,Bhanwar Vilas Palace,Walking tour of Karauli,7411,395,00:00.0,2020-10-01T00:00:00,,0,,0,0,210,411,3009,7411,1,35,400,0,City Palace,13,4,,1
Rajasthan,Karauli,Bhanwar Vilas Palace,Camel cart ride to Old City Palace,7412,395,00:00.0,2020-10-01T00:00:00,,,,0,0,210,,3010,7412,1,35,400,0,City Palace,13,4,,1
Rajasthan,Chittaurgarh,The Padmini Haveli Guesthome,Visit to Chittaurgarh Fort,7393,2778,00:00.0,2019-10-01T00:00:00,,,0,0,0,82,1408,3007,7393,1,15,200,0,Chittorgarh Fort,13,2,,0
Rajasthan,Chittaurgarh,The Padmini Haveli Guesthome,Visit to Chittaurgarh Fort,7393,2778,00:00.0,2019-10-01T00:00:00,,,0,0,0,82,1408,3008,7393,1,15,15,0,Chittorgarh Fort,13,1,,0
Rajasthan,Karauli,Bhanwar Vilas Palace,Walking tour of Karauli,7193,395,00:00.0,2019-10-01T00:00:00,,0,,0,0,210,411,2956,7193,1,35,300,0,City Palace,13,4,,0
Rajasthan,Karauli,Bhanwar Vilas Palace,Camel cart ride to Old City Palace,7194,395,00:00.0,2019-10-01T00:00:00,,,,0,0,210,,2957,7194,1,35,300,0,,13,4,,0
Rajasthan,Bharatpur,Kaustubh Holidays Tours & Travels Pvt Ltd,Visit to the bird sanctuary,6994,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,42,1191,2858,6994,1,35,500,0,Keoladeo Bird Sanctuary,13,2,,0
Rajasthan,Bharatpur,Kaustubh Holidays Tours & Travels Pvt Ltd,Visit to the bird sanctuary,6994,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,42,1191,2859,6994,1,35,50,0,Keoladeo Bird Sanctuary,13,1,,0
Rajasthan,Udaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Morning city tour of Udaipur,7000,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,407,952,2872,7000,1,35,500,0,City Palace,13,2,,0
Rajasthan,Udaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Morning city tour of Udaipur,7000,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,407,952,2873,7000,1,35,10,0,Sahelion Ki Bari,13,4,,0
Rajasthan,Udaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Morning city tour of Udaipur,7000,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,407,952,2874,7000,1,35,250,0,City Palace,13,1,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Half-day excursion to Amber Fort,6986,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,176,967,2848,6986,1,35,550,0,Amber Fort,13,2,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Half-day excursion to Amber Fort,6986,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,176,967,2849,6986,1,35,100,0,Amber Fort,13,1,,0
Rajasthan,Jaisalmer,Kaustubh Holidays Tours & Travels Pvt Ltd,Morning walking tour of Jaisalmer,6989,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,181,979,2850,6989,1,35,15,0,Salim Singh Ki Haveli,13,4,,0
Rajasthan,Jaisalmer,Kaustubh Holidays Tours & Travels Pvt Ltd,Morning walking tour of Jaisalmer,6989,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,181,979,2851,6989,1,35,50,0,Patwon ki Haveli (Govt portion),13,2,,0
Rajasthan,Jaisalmer,Kaustubh Holidays Tours & Travels Pvt Ltd,Morning walking tour of Jaisalmer,6989,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,181,979,2852,6989,1,35,10,0,Patwon ki Haveli (Govt portion),13,1,,0
Rajasthan,Jaisalmer,Kaustubh Holidays Tours & Travels Pvt Ltd,Morning walking tour of Jaisalmer,6989,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,181,979,2853,6989,1,35,150,0,Jain temple on fort,13,2,,0
Rajasthan,Jodhpur,Kaustubh Holidays Tours & Travels Pvt Ltd,Audio-guide tour of Jodhpur's Meherangarh Fort,6990,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,183,958,2854,6990,1,35,600,0,Meherangarh Fort,13,2,,0
Rajasthan,Jodhpur,Kaustubh Holidays Tours & Travels Pvt Ltd,Audio-guide tour of Jodhpur's Meherangarh Fort,6990,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,183,958,2855,6990,1,35,100,0,Meherangarh Fort (including audio),13,1,,0
Rajasthan,Jodhpur,Kaustubh Holidays Tours & Travels Pvt Ltd,Audio-guide tour of Jodhpur's Meherangarh Fort,6990,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,183,958,2856,6990,1,35,50,0,Jaswant Thada,13,2,,0
Rajasthan,Jodhpur,Kaustubh Holidays Tours & Travels Pvt Ltd,Audio-guide tour of Jodhpur's Meherangarh Fort,6990,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,183,958,2857,6990,1,35,30,0,Jaswant Thada,13,1,,0
Rajasthan,Bikaner,Kaustubh Holidays Tours & Travels Pvt Ltd,Half-day city tour of Bikaner,6983,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,54,961,2830,6983,1,35,200,0,Junagadh Fort,13,2,,0
Rajasthan,Bikaner,Kaustubh Holidays Tours & Travels Pvt Ltd,Half-day city tour of Bikaner,6983,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,54,961,2831,6983,1,35,30,0,Junagadh Fort,13,1,,0
Rajasthan,Bikaner,Kaustubh Holidays Tours & Travels Pvt Ltd,Half-day city tour of Bikaner,6983,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,54,961,2832,6983,1,35,50,0,Camel breeding farm,13,2,,0
Rajasthan,Bikaner,Kaustubh Holidays Tours & Travels Pvt Ltd,Half-day city tour of Bikaner,6983,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,54,961,2833,6983,1,35,30,0,Camel breeding farm,13,1,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Full-day sightseeing of Jaipur and Amber Fort,6984,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,176,945,2834,6984,1,35,700,0,City Palace,13,2,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Full-day sightseeing of Jaipur and Amber Fort,6984,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,176,945,2835,6984,1,35,190,0,City Palace,13,1,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Full-day sightseeing of Jaipur and Amber Fort,6984,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,176,945,2836,6984,1,35,550,0,Amber Fort,13,2,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Full-day sightseeing of Jaipur and Amber Fort,6984,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,176,945,2837,6984,1,35,100,0,Amber Fort,13,1,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Full-day sightseeing of Jaipur and Amber Fort,6984,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,176,945,2838,6984,1,35,200,0,Jantar Mantar,13,2,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Full-day sightseeing of Jaipur and Amber Fort,6984,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,176,945,2839,6984,1,35,50,0,Jantar Mantar,13,1,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Full-day sightseeing of Jaipur and Amber Fort,6984,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,176,945,2840,6984,1,35,50,0,Hawa Mahal,13,1,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Full-day sightseeing of Jaipur and Amber Fort,6984,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,176,945,2841,6984,1,35,200,0,Hawa Mahal,13,2,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Half-day city tour of Jaipur,6985,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,176,943,2842,6985,1,35,50,0,Hawa Mahal,13,2,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Half-day city tour of Jaipur,6985,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,176,943,2843,6985,1,35,200,0,Hawa Mahal,13,1,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Half-day city tour of Jaipur,6985,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,176,943,2844,6985,1,35,700,0,City Palace,13,2,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Half-day city tour of Jaipur,6985,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,176,943,2845,6985,1,35,190,0,City Palace,13,1,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Half-day city tour of Jaipur,6985,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,176,943,2846,6985,1,35,200,0,Jantar Mantar,13,2,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Half-day city tour of Jaipur,6985,2170,00:00.0,2019-10-01T00:00:00,,,0,0,0,176,943,2847,6985,1,35,50,0,Jantar Mantar,13,1,,0
Rajasthan,Karauli,Bhanwar Vilas Palace,Walking tour of Karauli,6899,1882,00:00.0,2019-10-01T00:00:00,,0,0,0,0,210,683,2822,6899,1,35,250,0,City Palace,13,4,,0
Rajasthan,Karauli,Bhanwar Vilas Palace,Camel cart ride to Old City Palace,6900,1882,00:00.0,2019-10-01T00:00:00,,,,0,0,210,,2823,6900,1,35,300,0,City Palace,13,2,,0
Sikkim,Gangtok,Clubside Tours & Travels Pvt Ltd,Excursion to Rumtek Monastery,7260,236,00:00.0,2019-10-01T00:00:00,,,0,0,0,131,632,2973,7260,1,35,10,0,Rumtek Monastery,13,4,,0
Sikkim,Gangtok,Clubside Tours & Travels Pvt Ltd,Excursion to Rumtek Monastery,7260,236,00:00.0,2019-10-01T00:00:00,,,0,0,0,131,632,2974,7260,1,35,20,0,Tibetology,13,4,,0
Sikkim,Gangtok,Clubside Tours & Travels Pvt Ltd,Excursion to Rumtek Monastery,7260,236,00:00.0,2019-10-01T00:00:00,,,0,0,0,131,632,2975,7260,1,35,15,0,Cottage Industry,13,4,,0
Sikkim,Pelling,Clubside Tours & Travels Pvt Ltd,Afternoon visit to Pemyangtse Monastery,7576,236,00:00.0,2020-10-01T00:00:00,,,0,0,0,331,1248,3022,7576,1,35,10,0,Pemayantse Monastery,13,4,,0
Uttar Pradesh,Lucknow,Colleague Tours Pvt. Ltd.,Half-day city tour of Lucknow,7110,2136,00:00.0,2019-10-01T00:00:00,,,0,0,0,251,1278,2929,7110,1,35,150,0,Residency,13,4,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Visit to the Taj Mahal & Red Fort,7093,2136,00:00.0,2019-10-01T00:00:00,,,0,0,0,2,964,2903,7093,1,35,1300,0,Taj Mahal  - No entry fee for children below the age of 15 years (both Indian and Foreigner).,13,2,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Visit to the Taj Mahal & Red Fort,7093,2136,00:00.0,2019-10-01T00:00:00,,,0,0,0,2,964,2904,7093,1,35,250,0,Taj Mahal - No entry fee for children below the age of 15 years (both Indian and Foreigner).,13,1,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Visit to the Taj Mahal & Red Fort,7093,2136,00:00.0,2019-10-01T00:00:00,,,0,0,0,2,964,2905,7093,1,35,650,0,Agra Fort - No entry fee for children below the age of 15 years (both Indian and Foreigner).,13,2,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Visit to the Taj Mahal & Red Fort,7093,2136,00:00.0,2019-10-01T00:00:00,,,0,0,0,2,964,2906,7093,1,35,50,0,Agra Fort - No entry fee for children below the age of 15 years (both Indian and Foreigner).,13,1,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Visit to the Taj Mahal & Red Fort,7093,2136,00:00.0,2019-10-01T00:00:00,,,0,0,0,2,964,2907,7093,1,35,200,0,entry to Main Mausoleum of Taj Mahal (Part of Taj Mahal),13,2,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Excursion to Fatehpur Sikri,7094,2136,00:00.0,2019-10-01T00:00:00,,,0,0,0,2,1065,2908,7094,1,35,610,0,Fatehpur Sikri - No entry fee for children below the age of 15 years (both Indian and Foreigner).,13,2,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Excursion to Fatehpur Sikri,7094,2136,00:00.0,2019-10-01T00:00:00,,,0,0,0,2,1065,2909,7094,1,35,50,0,Fatehpur Sikri - No entry fee for children below the age of 15 years (both Indian and Foreigner).,13,1,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Early morning visit on your own to the Taj Mahal,7095,2136,00:00.0,2019-10-01T00:00:00,,,,0,0,2,,2910,7095,1,35,1300,0,Taj Mahal - No entry fee for children below the age of 15 years (both Indian and Foreigner).,13,2,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Early morning visit on your own to the Taj Mahal,7095,2136,00:00.0,2019-10-01T00:00:00,,,,0,0,2,,2911,7095,1,35,250,0,Taj Mahal,13,1,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Early morning visit on your own to the Taj Mahal,7095,2136,00:00.0,2019-10-01T00:00:00,,,,0,0,2,,2912,7095,1,35,200,0,entry to Main Mausoleum of Taj Mahal (Part of Taj Mahal),13,2,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Afternoon guided tour of Agra's other monuments,7096,2136,00:00.0,2019-10-01T00:00:00,,,,0,0,2,,2913,7096,1,35,650,0,Agra Fort - No entry fee for children below the age of 15 years (both Indian and Foreigner).,13,2,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Afternoon guided tour of Agra's other monuments,7096,2136,00:00.0,2019-10-01T00:00:00,,,,0,0,2,,2914,7096,1,35,50,0,Agra Fort - No entry fee for children below the age of 15 years (both Indian and Foreigner).,13,1,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Afternoon guided tour of Agra's other monuments,7096,2136,00:00.0,2019-10-01T00:00:00,,,,0,0,2,,2915,7096,1,35,310,0,Itamud-ud-Daulah - No entry fee for children below the age of 15 years (both Indian and Foreigner).,13,2,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Afternoon guided tour of Agra's other monuments,7096,2136,00:00.0,2019-10-01T00:00:00,,,,0,0,2,,2916,7096,1,35,50,0,Itamud-ud-Daulah - No entry fee for children below the age of 15 years (both Indian and Foreigner).,13,1,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Afternoon guided tour of Agra's other monuments,7096,2136,00:00.0,2019-10-01T00:00:00,,,,0,0,2,,2917,7096,1,35,300,0,Mehtab Bagh - No entry fee for children below the age of 15 years (both Indian and Foreigner).,13,2,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Afternoon guided tour of Agra's other monuments,7096,2136,00:00.0,2019-10-01T00:00:00,,,,0,0,2,,2918,7096,1,35,50,0,Mehtab Bagh - No entry fee for children below the age of 15 years (both Indian and Foreigner).,13,1,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Day trip from Delhi to Agra by Gatimaan Express train,7098,2136,00:00.0,2019-10-01T00:00:00,,,,0,0,2,,2919,7098,1,35,1300,0,Taj Mahal  - No entry fee for children below the age of 15 years (both Indian and Foreigner).,13,2,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Day trip from Delhi to Agra by Gatimaan Express train,7098,2136,00:00.0,2019-10-01T00:00:00,,,,0,0,2,,2920,7098,1,35,250,0,Taj Mahal  - No entry fee for children below the age of 15 years (both Indian and Foreigner).,13,1,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Day trip from Delhi to Agra by Gatimaan Express train,7098,2136,00:00.0,2019-10-01T00:00:00,,,,0,0,2,,2921,7098,1,35,650,0,Agra Fort - No entry fee for children below the age of 15 years (both Indian and Foreigner).,13,2,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Day trip from Delhi to Agra by Gatimaan Express train,7098,2136,00:00.0,2019-10-01T00:00:00,,,,0,0,2,,2922,7098,1,35,50,0,Agra Fort - No entry fee for children below the age of 15 years (both Indian and Foreigner).,13,1,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Day trip from Delhi to Agra by Gatimaan Express train,7098,2136,00:00.0,2019-10-01T00:00:00,,,,0,0,2,,2923,7098,1,35,200,0,entry to Main Mausoleum of Taj Mahal (Part of Taj Mahal),13,2,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Early morning guided visit to the Taj,7099,2136,00:00.0,2019-10-01T00:00:00,,,,0,0,2,,2924,7099,1,35,1300,0,Taj Mahal,13,2,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Early morning guided visit to the Taj,7099,2136,00:00.0,2019-10-01T00:00:00,,,,0,0,2,,2925,7099,1,35,250,0,Taj Mahal,13,1,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Early morning guided visit to the Taj,7099,2136,00:00.0,2019-10-01T00:00:00,,,,0,0,2,,2926,7099,1,35,200,0,entry to Main Mausoleum of Taj Mahal (Part of Taj Mahal),13,2,,0
West Bengal,Darjeeling,Clubside Tours & Travels Pvt Ltd,Early morning trip to Tiger Hill & Ghoom Monastery,7251,236,00:00.0,2019-10-01T00:00:00,,,0,0,0,99,35,2970,7251,1,35,40,0,Pavilion fee at Tiger Hill,13,4,,0
West Bengal,Darjeeling,Clubside Tours & Travels Pvt Ltd,"Half-day tour of Himalayan Mountaineering Institute, Zoo and Tibetan Refugee Centre",7252,236,00:00.0,2019-10-01T00:00:00,,,0,0,0,99,1049,2971,7252,1,35,100,0,Himalayan Mountaineering Institute & the Zoo,13,4,,0
West Bengal,Darjeeling,Clubside Tours & Travels Pvt Ltd,Half-day Tea Garden tour,7461,236,00:00.0,2020-10-01T00:00:00,Monday and winters Nov-Mar (depending on rainfall),,,0,0,99,,3018,7461,1,35,100,0,,13,4,,0
West Bengal,Darjeeling,Clubside Tours & Travels Pvt Ltd,"Half-day tour of Himalayan Mountaineering Institute, Zoo and Tibetan Refugee Centre",7454,236,00:00.0,2020-10-01T00:00:00,,,0,0,0,99,1049,3017,7454,1,35,100,0,Himalayan Mountaineering Institute & the Zoo,13,4,,0
West Bengal,Kolkata,Clubside Tours & Travels - Kolkata,Half-day city tour of Kolkata,7452,2683,00:00.0,2020-10-01T00:00:00,,,0,0,0,69,1363,3012,7452,1,35,40,0,St John's Church,13,4,,0
West Bengal,Kolkata,Clubside Tours & Travels - Kolkata,Half-day city tour of Kolkata,7452,2683,00:00.0,2020-10-01T00:00:00,,,0,0,0,69,1363,3013,7452,1,35,40,0,Jain Temple,13,4,,0
West Bengal,Kolkata,Clubside Tours & Travels - Kolkata,Half-day city tour of Kolkata,7452,2683,00:00.0,2020-10-01T00:00:00,,,0,0,0,69,1363,3014,7452,1,35,30,0,Kumartuli,13,4,,0
West Bengal,Kolkata,Clubside Tours & Travels - Kolkata,Half-day city tour of Kolkata,7452,2683,00:00.0,2020-10-01T00:00:00,,,0,0,0,69,1363,3015,7452,1,35,70,0,Indian Coffee House,13,4,,0
West Bengal,Darjeeling,Clubside Tours & Travels Pvt Ltd,Early morning trip to Tiger Hill & Ghoom Monastery,7453,236,00:00.0,2020-10-01T00:00:00,,,0,0,0,99,35,3016,7453,1,35,40,0,Pavilion fee at Tiger Hill,13,4,,0
West Bengal,Darjeeling,Clubside Tours & Travels Pvt Ltd,Half-day Tea Garden tour,7259,236,00:00.0,2019-10-01T00:00:00,Monday and winters Nov-Mar (depending on rainfall),,,0,0,99,,2972,7259,1,35,100,0,,13,4,,0
West Bengal,Kolkata,Clubside Tours & Travels - Kolkata,Half-day city tour of Kolkata,7262,2683,00:00.0,2019-10-01T00:00:00,,,0,0,0,69,1363,2976,7262,1,35,40,0,St John's Church,13,4,,0
West Bengal,Kolkata,Clubside Tours & Travels - Kolkata,Half-day city tour of Kolkata,7262,2683,00:00.0,2019-10-01T00:00:00,,,0,0,0,69,1363,2977,7262,1,35,40,0,Jain Temple,13,4,,0
West Bengal,Kolkata,Clubside Tours & Travels - Kolkata,Half-day city tour of Kolkata,7262,2683,00:00.0,2019-10-01T00:00:00,,,0,0,0,69,1363,2978,7262,1,35,30,0,Kumartuli,13,4,,0
West Bengal,Kolkata,Clubside Tours & Travels - Kolkata,Half-day city tour of Kolkata,7262,2683,00:00.0,2019-10-01T00:00:00,,,0,0,0,69,1363,2979,7262,1,35,70,0,Indian Coffee House,13,4,,0
