state,city,organisation,description,costservices_id,addressbook_id,services_id,wef,remarks,tourleaderfree,servicecharges,agentcharges,commissionontransport,cities_id,costservicesdistinct_id,costservicesguides_id,costservices_id,frompax,topax,cost,tourleaderfree,remarks,currencies_id,resident,SpecialGst,nett
Madhya Pradesh,Bhopal,Radiant Travels Pvt Ltd,Half-day excursion to Bhimbetika,7291,1340,512,2019-10-01T00:00:00,,0,,0,10,48,351,4931,7291,15,35,3450,0,,13,4,,0
Madhya Pradesh,Bhopal,Radiant Travels Pvt Ltd,Full-day excursion to Sanchi & Udaigiri,7296,1340,511,2019-10-01T00:00:00,,,,0,0,48,,4932,7296,1,5,2000,0,,13,4,,0
Madhya Pradesh,Bhopal,Radiant Travels Pvt Ltd,Full-day excursion to Sanchi & Udaigiri,7296,1340,511,2019-10-01T00:00:00,,,,0,0,48,,4933,7296,6,14,2600,0,,13,4,,0
Madhya Pradesh,Bhopal,Radiant Travels Pvt Ltd,Full-day excursion to Sanchi & Udaigiri,7296,1340,511,2019-10-01T00:00:00,,,,0,0,48,,4934,7296,15,35,3450,0,,13,4,,0
Madhya Pradesh,Indore,Rai Travels Pvt Ltd,Half day city tour of Indore,7244,2274,507,2019-10-01T00:00:00,Museum & Lal Bagh Palace closed on Mondays & National Holidays  Open from 10 am to 5 pm,,0,0,0,159,1241,4894,7244,1,5,1600,0,,13,4,,0
Madhya Pradesh,Indore,Rai Travels Pvt Ltd,Half day city tour of Indore,7244,2274,507,2019-10-01T00:00:00,Museum & Lal Bagh Palace closed on Mondays & National Holidays  Open from 10 am to 5 pm,,0,0,0,159,1241,4895,7244,6,14,2000,0,,13,4,,0
Madhya Pradesh,Indore,Rai Travels Pvt Ltd,Half day city tour of Indore,7244,2274,507,2019-10-01T00:00:00,Museum & Lal Bagh Palace closed on Mondays & National Holidays  Open from 10 am to 5 pm,,0,0,0,159,1241,4896,7244,15,35,2650,0,,13,4,,0
Madhya Pradesh,Indore,Rai Travels Pvt Ltd,Full day excursion to Mandu,7245,2274,513,2019-10-01T00:00:00,,,0,0,0,159,1242,4897,7245,1,5,2000,0,,13,4,,0
Madhya Pradesh,Indore,Rai Travels Pvt Ltd,Full day excursion to Mandu,7245,2274,513,2019-10-01T00:00:00,,,0,0,0,159,1242,4898,7245,6,14,2600,0,,13,4,,0
Madhya Pradesh,Indore,Rai Travels Pvt Ltd,Full day excursion to Mandu,7245,2274,513,2019-10-01T00:00:00,,,0,0,0,159,1242,4899,7245,15,35,3450,0,,13,4,,0
Madhya Pradesh,Bhopal,Rai Travels Pvt Ltd,Full-day excursion to Sanchi & Udaigiri,7238,2274,511,2019-10-01T00:00:00,Sanchi Museum Open from 10 am to 5 pm; closed on Fridays and National Holidays.  Videsha Museum Open from 10 am to 5 pm; closed on Mondays and National Holidays.  Sanchi Stupas open all year round from sunrise to sunset.,,0,0,0,48,1078,4888,7238,1,5,2000,0,,13,4,,0
Madhya Pradesh,Bhopal,Rai Travels Pvt Ltd,Full-day excursion to Sanchi & Udaigiri,7238,2274,511,2019-10-01T00:00:00,Sanchi Museum Open from 10 am to 5 pm; closed on Fridays and National Holidays.  Videsha Museum Open from 10 am to 5 pm; closed on Mondays and National Holidays.  Sanchi Stupas open all year round from sunrise to sunset.,,0,0,0,48,1078,4889,7238,6,14,2600,0,,13,4,,0
Madhya Pradesh,Bhopal,Rai Travels Pvt Ltd,Full-day excursion to Sanchi & Udaigiri,7238,2274,511,2019-10-01T00:00:00,Sanchi Museum Open from 10 am to 5 pm; closed on Fridays and National Holidays.  Videsha Museum Open from 10 am to 5 pm; closed on Mondays and National Holidays.  Sanchi Stupas open all year round from sunrise to sunset.,,0,0,0,48,1078,4890,7238,15,35,3450,0,,13,4,,0
Madhya Pradesh,Bhopal,Rai Travels Pvt Ltd,Half-day excursion to Bhimbetika,7239,2274,512,2019-10-01T00:00:00,Bhimbetka open all year round from sunrise to sunset.,,0,0,0,48,1079,4891,7239,1,5,2000,0,,13,4,,0
Madhya Pradesh,Bhopal,Rai Travels Pvt Ltd,Half-day excursion to Bhimbetika,7239,2274,512,2019-10-01T00:00:00,Bhimbetka open all year round from sunrise to sunset.,,0,0,0,48,1079,4892,7239,6,14,2600,0,,13,4,,0
Madhya Pradesh,Bhopal,Rai Travels Pvt Ltd,Half-day excursion to Bhimbetika,7239,2274,512,2019-10-01T00:00:00,Bhimbetka open all year round from sunrise to sunset.,,0,0,0,48,1079,4893,7239,15,35,3450,0,,13,4,,0
Madhya Pradesh,Jabalpur,Rai Travels Pvt Ltd,Half-day city tour and visit to the Marble Rocks,7232,2274,946,2019-10-01T00:00:00,,,,0,0,175,,4882,7232,1,5,1600,0,,13,4,,0
Madhya Pradesh,Jabalpur,Rai Travels Pvt Ltd,Half-day city tour and visit to the Marble Rocks,7232,2274,946,2019-10-01T00:00:00,,,,0,0,175,,4883,7232,6,14,2000,0,,13,4,,0
Madhya Pradesh,Jabalpur,Rai Travels Pvt Ltd,Half-day city tour and visit to the Marble Rocks,7232,2274,946,2019-10-01T00:00:00,,,,0,0,175,,4884,7232,15,40,2650,0,,13,4,,0
Madhya Pradesh,Bhopal,Rai Travels Pvt Ltd,Half-day city tour of Bhopal,7237,2274,500,2019-10-01T00:00:00,Open from 10 am to 5 pm.  Museums closed on Mondays and National Holidays.,,0,0,0,48,1077,4885,7237,1,5,1600,0,,13,4,,0
Madhya Pradesh,Bhopal,Rai Travels Pvt Ltd,Half-day city tour of Bhopal,7237,2274,500,2019-10-01T00:00:00,Open from 10 am to 5 pm.  Museums closed on Mondays and National Holidays.,,0,0,0,48,1077,4886,7237,6,14,2000,0,,13,4,,0
Madhya Pradesh,Bhopal,Rai Travels Pvt Ltd,Half-day city tour of Bhopal,7237,2274,500,2019-10-01T00:00:00,Open from 10 am to 5 pm.  Museums closed on Mondays and National Holidays.,,0,0,0,48,1077,4887,7237,15,35,2650,0,,13,4,,0
Madhya Pradesh,Gwalior,Colleague Tours Pvt. Ltd.,Half-day city tour of Gwalior,7115,2136,355,2019-10-01T00:00:00,,,0,0,0,146,1273,4843,7115,1,5,1800,0,,13,4,,0
Madhya Pradesh,Gwalior,Colleague Tours Pvt. Ltd.,Half-day city tour of Gwalior,7115,2136,355,2019-10-01T00:00:00,,,0,0,0,146,1273,4844,7115,6,14,2200,0,,13,4,,0
Madhya Pradesh,Gwalior,Colleague Tours Pvt. Ltd.,Half-day city tour of Gwalior,7115,2136,355,2019-10-01T00:00:00,,,0,0,0,146,1273,4845,7115,15,35,2900,0,,13,4,,0
Madhya Pradesh,Khajuraho,Colleague Tours Pvt. Ltd.,Half-day tour of Khajuraho temples,7104,2136,342,2019-10-01T00:00:00,,,0,0,0,154,906,4837,7104,1,5,1800,0,,13,4,,0
Madhya Pradesh,Khajuraho,Colleague Tours Pvt. Ltd.,Half-day tour of Khajuraho temples,7104,2136,342,2019-10-01T00:00:00,,,0,0,0,154,906,4838,7104,6,14,2200,0,,13,4,,0
Madhya Pradesh,Khajuraho,Colleague Tours Pvt. Ltd.,Half-day tour of Khajuraho temples,7104,2136,342,2019-10-01T00:00:00,,,0,0,0,154,906,4839,7104,15,35,2900,0,,13,4,,0
Orissa,Bhubaneswar,Travel Link Pvt Ltd,Half-day city tour of Bhubaneshwar temples,7348,778,375,2019-10-01T00:00:00,,0,,0,0,34,265,4973,7348,1,35,2000,0,,13,4,5,0
Orissa,Konarak,Travel Link Pvt Ltd,Visit to the Sun Temple,7462,778,1048,2019-10-01T00:00:00,,,,,,229,,5001,7462,1,10,1500,0,,13,4,5,0
Orissa,Bhubaneswar,Travel Link Pvt Ltd,Visit Konarak enroute to Puri,7583,778,1363,2019-10-01T00:00:00,,,,0,0,34,,5005,7583,1,15,1500,0,,13,4,,0
Punjab,Amritsar,Summit Adventures,Half-day city tour of Amritsar,6951,2144,450,2019-10-01T00:00:00,,,0,0,0,18,1175,4748,6951,1,15,1500,0,,13,4,,0
Punjab,Amritsar,Summit Adventures,Night visit to the Golden Temple,6952,2144,452,2019-10-01T00:00:00,,,0,0,0,18,1176,4749,6952,1,15,1500,0,,13,4,,0
Punjab,Amritsar,Summit Adventures,Afternoon excursion to the Wagah border ceremony,6953,2144,844,2019-10-01T00:00:00,,,0,0,0,18,1177,4750,6953,1,15,1200,0,,13,4,,0
Rajasthan,Bharatpur,Birders Inn,Visit to the bird sanctuary,7585,2241,938,2019-10-01T00:00:00,,,,,,42,,5006,7585,1,5,1980,0,,13,4,,0
Rajasthan,Bharatpur,Birders Inn,Visit to the bird sanctuary,7585,2241,938,2019-10-01T00:00:00,,,,,,42,,5007,7585,6,14,2420,0,,13,4,,0
Rajasthan,Chittaurgarh,The Padmini Haveli Guesthome,Visit to Chittaurgarh Fort,7393,2778,1034,2019-10-01T00:00:00,,,0,0,0,82,1408,4989,7393,1,15,1800,0,,13,4,,0
Rajasthan,Bundi,Kaustubh Holidays Tours & Travels Pvt Ltd,Half-day sightseeing of Bundi,7305,2170,1217,2019-10-01T00:00:00,Guide Mr. Yug Prasad,,,,,65,,4945,7305,1,5,1980,0,,13,4,,0
Rajasthan,Bundi,Kaustubh Holidays Tours & Travels Pvt Ltd,Half-day sightseeing of Bundi,7305,2170,1217,2019-10-01T00:00:00,Guide Mr. Yug Prasad,,,,,65,,4946,7305,6,14,2420,0,,13,4,,0
Rajasthan,Mandawa,Kaustubh Holidays Tours & Travels Pvt Ltd,Walking tour of Mandawa,7307,2170,943,2019-10-01T00:00:00,,,0,0,0,265,1197,4947,7307,1,5,1980,1,,13,4,,0
Rajasthan,Mandawa,Kaustubh Holidays Tours & Travels Pvt Ltd,Walking tour of Mandawa,7307,2170,943,2019-10-01T00:00:00,,,0,0,0,265,1197,4948,7307,6,14,2420,0,,13,4,,0
Rajasthan,Sawai Madhopur,Ranthambhore Safari & Tours,Visit of Ranthambhore Fort,7274,2976,493,2019-10-01T00:00:00,,,,0,0,369,,4913,7274,1,15,1000,0,,13,4,5,0
Rajasthan,Sawai Madhopur,Dev Vilas,Visit of Ranthambhore Fort,7215,2383,493,2019-10-01T00:00:00,,,,0,0,369,,4881,7215,1,15,1000,0,,13,4,,1
Rajasthan,Sawai Madhopur,Ranthambhore Forest Resort,Visit of Ranthambhore Fort,7169,2271,493,2019-10-01T00:00:00,,,0,0,0,369,1157,4880,7169,1,15,1500,0,,13,4,,1
Rajasthan,Udaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Morning city tour of Udaipur followed by a boat trip on Lake Pichola (by shared boat),7004,2170,1206,2019-10-01T00:00:00,,,,0,0,407,,4793,7004,1,5,1980,0,,13,4,,0
Rajasthan,Udaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Morning city tour of Udaipur followed by a boat trip on Lake Pichola (by shared boat),7004,2170,1206,2019-10-01T00:00:00,,,,0,0,407,,4794,7004,6,14,2420,0,,13,4,,0
Rajasthan,Jodhpur,Kaustubh Holidays Tours & Travels Pvt Ltd,Full day jeep safari to Bishnoi villages around Jodhpur,6992,2170,1005,2019-10-01T00:00:00,"Note: for high end clients, the full day jeep safari can include lunch at Fort Chanwa in Luni @ Rs 1,000/- per person",,0,0,0,183,1320,4775,6992,1,5,2420,0,,13,4,,0
Rajasthan,Jodhpur,Kaustubh Holidays Tours & Travels Pvt Ltd,Full day jeep safari to Bishnoi villages around Jodhpur,6992,2170,1005,2019-10-01T00:00:00,"Note: for high end clients, the full day jeep safari can include lunch at Fort Chanwa in Luni @ Rs 1,000/- per person",,0,0,0,183,1320,4776,6992,6,14,3135,0,,13,4,,0
Rajasthan,Jodhpur,Kaustubh Holidays Tours & Travels Pvt Ltd,Half day city tour of Jodhpur,6993,2170,425,2019-10-01T00:00:00,,,,0,0,183,,4777,6993,1,5,1980,0,,13,4,,0
Rajasthan,Jodhpur,Kaustubh Holidays Tours & Travels Pvt Ltd,Half day city tour of Jodhpur,6993,2170,425,2019-10-01T00:00:00,,,,0,0,183,,4778,6993,6,14,2420,0,,13,4,,0
Rajasthan,Bharatpur,Kaustubh Holidays Tours & Travels Pvt Ltd,Visit to the bird sanctuary,6994,2170,938,2019-10-01T00:00:00,,,0,0,0,42,1191,4779,6994,1,5,1980,0,,13,2,,0
Rajasthan,Bharatpur,Kaustubh Holidays Tours & Travels Pvt Ltd,Visit to the bird sanctuary,6994,2170,938,2019-10-01T00:00:00,,,0,0,0,42,1191,4780,6994,6,14,2420,0,,13,2,,0
Rajasthan,Udaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Morning city tour of Udaipur,7000,2170,309,2019-10-01T00:00:00,,,0,0,0,407,952,4791,7000,1,5,1980,0,,13,4,,0
Rajasthan,Udaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Morning city tour of Udaipur,7000,2170,309,2019-10-01T00:00:00,,,0,0,0,407,952,4792,7000,6,14,2420,0,,13,4,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Half-day excursion to Amber Fort,6986,2170,415,2019-10-01T00:00:00,,,0,0,0,176,967,4767,6986,1,5,1980,0,,13,4,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Half-day excursion to Amber Fort,6986,2170,415,2019-10-01T00:00:00,,,0,0,0,176,967,4768,6986,6,14,2420,0,,13,4,,0
Rajasthan,Jaisalmer,Kaustubh Holidays Tours & Travels Pvt Ltd,Morning walking tour of Jaisalmer,6989,2170,125,2019-10-01T00:00:00,,,0,0,0,181,979,4769,6989,1,5,1980,0,,13,4,,0
Rajasthan,Jaisalmer,Kaustubh Holidays Tours & Travels Pvt Ltd,Morning walking tour of Jaisalmer,6989,2170,125,2019-10-01T00:00:00,,,0,0,0,181,979,4770,6989,6,14,2420,0,,13,4,,0
Rajasthan,Jodhpur,Kaustubh Holidays Tours & Travels Pvt Ltd,Audio-guide tour of Jodhpur's Meherangarh Fort,6990,2170,316,2019-10-01T00:00:00,,,0,0,0,183,958,4771,6990,1,5,1980,0,,13,4,,0
Rajasthan,Jodhpur,Kaustubh Holidays Tours & Travels Pvt Ltd,Audio-guide tour of Jodhpur's Meherangarh Fort,6990,2170,316,2019-10-01T00:00:00,,,0,0,0,183,958,4772,6990,6,14,2420,0,,13,4,,0
Rajasthan,Jodhpur,Kaustubh Holidays Tours & Travels Pvt Ltd,Half day (morning) jeep safari to Bishnoi villages around Jodhpur,6991,2170,317,2019-10-01T00:00:00,,,0,0,0,183,981,4773,6991,1,5,1980,0,,13,4,,0
Rajasthan,Jodhpur,Kaustubh Holidays Tours & Travels Pvt Ltd,Half day (morning) jeep safari to Bishnoi villages around Jodhpur,6991,2170,317,2019-10-01T00:00:00,,,0,0,0,183,981,4774,6991,6,14,2420,0,,13,4,,0
Rajasthan,Bikaner,Kaustubh Holidays Tours & Travels Pvt Ltd,Half-day city tour of Bikaner,6983,2170,323,2019-10-01T00:00:00,,,0,0,0,54,961,4761,6983,1,5,1980,0,,13,4,,0
Rajasthan,Bikaner,Kaustubh Holidays Tours & Travels Pvt Ltd,Half-day city tour of Bikaner,6983,2170,323,2019-10-01T00:00:00,,,0,0,0,54,961,4762,6983,6,14,2420,0,,13,4,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Full-day sightseeing of Jaipur and Amber Fort,6984,2170,108,2019-10-01T00:00:00,,,0,0,0,176,945,4763,6984,1,5,2420,0,,13,4,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Full-day sightseeing of Jaipur and Amber Fort,6984,2170,108,2019-10-01T00:00:00,,,0,0,0,176,945,4764,6984,6,14,3135,0,,13,4,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Half-day city tour of Jaipur,6985,2170,303,2019-10-01T00:00:00,,,0,0,0,176,943,4765,6985,1,5,1980,0,,13,4,,0
Rajasthan,Jaipur,Kaustubh Holidays Tours & Travels Pvt Ltd,Half-day city tour of Jaipur,6985,2170,303,2019-10-01T00:00:00,,,0,0,0,176,943,4766,6985,6,14,2420,0,,13,4,,0
Rajasthan,Jaisalmer,The Guru Kripa Tours,Afternoon excursion to the Thar desert,6895,2245,126,2019-10-01T00:00:00,,,0,0,0,181,1328,4743,6895,1,5,600,0,,13,4,,0
Rajasthan,Karauli,Bhanwar Vilas Palace,Walking tour of Karauli,6899,1882,610,2019-10-01T00:00:00,,0,0,0,0,210,683,4744,6899,1,15,600,0,,13,4,,0
Rajasthan,Karauli,Bhanwar Vilas Palace,Camel cart ride to Old City Palace,6900,1882,1113,2019-10-01T00:00:00,,,,0,0,210,,4745,6900,1,5,1200,0,,13,4,,0
Rajasthan,Karauli,Bhanwar Vilas Palace,Camel cart ride to Old City Palace,6900,1882,1113,2019-10-01T00:00:00,,,,0,0,210,,4746,6900,6,14,1200,0,,13,4,,0
Rajasthan,Sawai Madhopur,Tiger Den Resort,Visit of Ranthambhore Fort,6839,3049,493,2019-10-01T00:00:00,"The park is closed during the monsoon months of July, August & September.",,,0,0,369,,4728,6839,1,15,500,0,,13,4,,1
Tamil Nadu,Chennai,South Tourism,Half-day city tour of Chennai,7278,3048,210,2019-10-01T00:00:00,,,,0,0,257,,4914,7278,1,5,2050,0,,13,4,,0
Tamil Nadu,Chennai,South Tourism,Half-day city tour of Chennai,7278,3048,210,2019-10-01T00:00:00,,,,0,0,257,,4915,7278,6,14,2497,0,,13,4,,0
Tamil Nadu,Chennai,South Tourism,Half-day city tour of Chennai,7278,3048,210,2019-10-01T00:00:00,,,,0,0,257,,4916,7278,15,35,3212,0,,13,4,,0
Tamil Nadu,Chennai,South Tourism,Excursion to Mamallapuram (with local guide),7279,3048,204,2019-10-01T00:00:00,,,,0,0,257,,4917,7279,1,5,1760,0,,13,4,,0
Tamil Nadu,Chennai,South Tourism,Excursion to Mamallapuram (with local guide),7279,3048,204,2019-10-01T00:00:00,,,,0,0,257,,4918,7279,6,14,2200,0,,13,4,,0
Tamil Nadu,Chennai,South Tourism,Excursion to Mamallapuram (with local guide),7279,3048,204,2019-10-01T00:00:00,,,,0,0,257,,4919,7279,15,35,2915,0,,13,4,,0
Tamil Nadu,Chennai,South Tourism,Full-day excursion to Mamallapuram and Kanchipuram,7280,3048,203,2019-10-01T00:00:00,,,,0,0,257,,4920,7280,1,5,4323,0,,13,4,,0
Tamil Nadu,Chennai,South Tourism,Full-day excursion to Mamallapuram and Kanchipuram,7280,3048,203,2019-10-01T00:00:00,,,,0,0,257,,4921,7280,6,14,4983,0,,13,4,,0
Tamil Nadu,Chennai,South Tourism,Full-day excursion to Mamallapuram and Kanchipuram,7280,3048,203,2019-10-01T00:00:00,,,,0,0,257,,4922,7280,15,35,5918,0,,13,4,,0
Tamil Nadu,Madurai,South Tourism,Half day city tour of Madurai,7285,3048,189,2019-10-01T00:00:00,,,,0,0,170,,4923,7285,1,5,1760,0,,13,4,,0
Tamil Nadu,Madurai,South Tourism,Half day city tour of Madurai,7285,3048,189,2019-10-01T00:00:00,,,,0,0,170,,4924,7285,6,14,2200,0,,13,4,,0
Tamil Nadu,Madurai,South Tourism,Half day city tour of Madurai,7285,3048,189,2019-10-01T00:00:00,,,,0,0,170,,4925,7285,15,35,2950,0,,13,4,,0
Tamil Nadu,Madurai,South Tourism,Evening temple ceremony in Madurai,7286,3048,566,2019-10-01T00:00:00,,,,0,0,170,,4926,7286,1,5,1760,0,,13,4,,0
Tamil Nadu,Madurai,South Tourism,Evening temple ceremony in Madurai,7286,3048,566,2019-10-01T00:00:00,,,,0,0,170,,4927,7286,6,14,2200,0,,13,4,,0
Tamil Nadu,Madurai,South Tourism,Evening temple ceremony in Madurai,7286,3048,566,2019-10-01T00:00:00,,,,0,0,170,,4928,7286,15,35,2950,0,,13,4,,0
Uttar Pradesh,Varanasi,Steps India Tours,Excursion to Sarnath,7147,2694,89,2019-10-01T00:00:00,,,0,0,0,417,1375,4860,7147,1,5,1800,0,,13,4,,0
Uttar Pradesh,Varanasi,Steps India Tours,Excursion to Sarnath,7147,2694,89,2019-10-01T00:00:00,,,0,0,0,417,1375,4861,7147,6,14,2200,0,,13,4,,0
Uttar Pradesh,Varanasi,Steps India Tours,Excursion to Sarnath,7147,2694,89,2019-10-01T00:00:00,,,0,0,0,417,1375,4862,7147,15,35,2900,0,,13,4,,0
Uttar Pradesh,Varanasi,Steps India Tours,Half-day excursion to Ramnagar,7148,2694,90,2019-10-01T00:00:00,,,0,0,0,417,1376,4863,7148,1,5,1800,0,,13,4,,0
Uttar Pradesh,Varanasi,Steps India Tours,Half-day excursion to Ramnagar,7148,2694,90,2019-10-01T00:00:00,,,0,0,0,417,1376,4864,7148,6,14,2200,0,,13,4,,0
Uttar Pradesh,Varanasi,Steps India Tours,Half-day excursion to Ramnagar,7148,2694,90,2019-10-01T00:00:00,,,0,0,0,417,1376,4865,7148,15,35,2900,0,,13,4,,0
Uttar Pradesh,Varanasi,Steps India Tours,Evening aarti ceremony by boat,7149,2694,971,2019-10-01T00:00:00,,,0,0,0,417,1377,4866,7149,1,5,2200,0,,13,4,,0
Uttar Pradesh,Varanasi,Steps India Tours,Evening aarti ceremony by boat,7149,2694,971,2019-10-01T00:00:00,,,0,0,0,417,1377,4867,7149,6,14,2850,0,,13,4,,0
Uttar Pradesh,Varanasi,Steps India Tours,Evening aarti ceremony by boat,7149,2694,971,2019-10-01T00:00:00,,,0,0,0,417,1377,4868,7149,15,35,3800,0,,13,4,,0
Uttar Pradesh,Varanasi,Steps India Tours,Early morning Ganges river boat trip followed by a short walk through the Old City,7150,2694,1026,2019-10-01T00:00:00,,,0,0,0,417,1386,4869,7150,1,5,2200,0,,13,4,,0
Uttar Pradesh,Varanasi,Steps India Tours,Early morning Ganges river boat trip followed by a short walk through the Old City,7150,2694,1026,2019-10-01T00:00:00,,,0,0,0,417,1386,4870,7150,6,14,2850,0,,13,4,,0
Uttar Pradesh,Varanasi,Steps India Tours,Early morning Ganges river boat trip followed by a short walk through the Old City,7150,2694,1026,2019-10-01T00:00:00,,,0,0,0,417,1386,4871,7150,15,35,3800,0,,13,4,,0
Uttar Pradesh,Lucknow,Colleague Tours Pvt. Ltd.,Half-day city tour of Lucknow,7110,2136,361,2019-10-01T00:00:00,,,0,0,0,251,1278,4840,7110,1,5,1800,0,,13,4,,0
Uttar Pradesh,Lucknow,Colleague Tours Pvt. Ltd.,Half-day city tour of Lucknow,7110,2136,361,2019-10-01T00:00:00,,,0,0,0,251,1278,4841,7110,6,14,2200,0,,13,4,,0
Uttar Pradesh,Lucknow,Colleague Tours Pvt. Ltd.,Half-day city tour of Lucknow,7110,2136,361,2019-10-01T00:00:00,,,0,0,0,251,1278,4842,7110,15,35,2900,0,,13,4,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Visit to the Taj Mahal & Red Fort,7093,2136,332,2019-10-01T00:00:00,,,0,0,0,2,964,4821,7093,1,5,1800,0,,13,4,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Visit to the Taj Mahal & Red Fort,7093,2136,332,2019-10-01T00:00:00,,,0,0,0,2,964,4822,7093,6,14,2200,0,,13,4,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Visit to the Taj Mahal & Red Fort,7093,2136,332,2019-10-01T00:00:00,,,0,0,0,2,964,4823,7093,15,35,2900,0,,13,4,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Excursion to Fatehpur Sikri,7094,2136,402,2019-10-01T00:00:00,,,0,0,0,2,1065,4824,7094,1,5,2200,0,,13,4,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Excursion to Fatehpur Sikri,7094,2136,402,2019-10-01T00:00:00,,,0,0,0,2,1065,4825,7094,6,14,2850,0,,13,4,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Excursion to Fatehpur Sikri,7094,2136,402,2019-10-01T00:00:00,,,0,0,0,2,1065,4826,7094,15,35,3800,0,,13,4,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Afternoon guided tour of Agra's other monuments,7096,2136,1102,2019-10-01T00:00:00,,,,0,0,2,,4827,7096,1,5,1800,0,,13,4,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Afternoon guided tour of Agra's other monuments,7096,2136,1102,2019-10-01T00:00:00,,,,0,0,2,,4828,7096,6,14,2200,0,,13,4,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Afternoon guided tour of Agra's other monuments,7096,2136,1102,2019-10-01T00:00:00,,,,0,0,2,,4829,7096,15,35,2900,0,,13,4,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Day trip from Delhi to Agra by Gatimaan Express train,7098,2136,1134,2019-10-01T00:00:00,,,,0,0,2,,4831,7098,1,5,2200,0,,13,4,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Day trip from Delhi to Agra by Gatimaan Express train,7098,2136,1134,2019-10-01T00:00:00,,,,0,0,2,,4832,7098,6,14,2850,0,,13,4,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Day trip from Delhi to Agra by Gatimaan Express train,7098,2136,1134,2019-10-01T00:00:00,,,,0,0,2,,4833,7098,15,35,3800,0,,13,4,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Early morning guided visit to the Taj,7099,2136,1185,2019-10-01T00:00:00,,,,0,0,2,,4834,7099,1,5,1800,0,,13,4,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Early morning guided visit to the Taj,7099,2136,1185,2019-10-01T00:00:00,,,,0,0,2,,4835,7099,6,14,2200,0,,13,4,,0
Uttar Pradesh,Agra,Colleague Tours Pvt. Ltd.,Early morning guided visit to the Taj,7099,2136,1185,2019-10-01T00:00:00,,,,0,0,2,,4836,7099,15,35,2900,0,,13,4,,0
Uttarakhand,Haridwar,India Easy Trip Pvt. Ltd,Half day tour of Haridwar,7153,2386,1018,2019-10-01T00:00:00,,,,0,0,152,,4872,7153,1,5,1000,0,,13,4,,0
Uttarakhand,Haridwar,India Easy Trip Pvt. Ltd,Half day tour of Haridwar,7153,2386,1018,2019-10-01T00:00:00,,,,0,0,152,,4873,7153,6,10,1000,0,,13,4,,0
Uttarakhand,Haridwar,India Easy Trip Pvt. Ltd,Half day tour of Haridwar,7153,2386,1018,2019-10-01T00:00:00,,,,0,0,152,,4874,7153,11,20,2000,0,,13,4,,0
Uttarakhand,Rishikesh,India Easy Trip Pvt. Ltd,Half day tour of Rishikesh,7154,2386,1211,2019-10-01T00:00:00,,,,,,355,,4875,7154,1,5,1000,0,,13,4,,0
Uttarakhand,Rishikesh,India Easy Trip Pvt. Ltd,Half day tour of Rishikesh,7154,2386,1211,2019-10-01T00:00:00,,,,,,355,,4876,7154,6,10,1000,0,,13,4,,0
Uttarakhand,Rishikesh,India Easy Trip Pvt. Ltd,Half day tour of Rishikesh,7154,2386,1211,2019-10-01T00:00:00,,,,,,355,,4877,7154,11,20,2000,0,,13,4,,0
Uttarakhand,Binsar,Mary Budden Estate,Bird watching with naturalist,7464,3245,1264,2019-10-01T00:00:00,,,,,,56,,5002,7464,1,15,725,0,,13,4,,0
West Bengal,Darjeeling,Clubside Tours & Travels Pvt Ltd,Early morning trip to Tiger Hill & Ghoom Monastery,7251,236,137,2019-10-01T00:00:00,,,0,0,0,99,35,4900,7251,1,35,2200,0,,13,4,,0
West Bengal,Darjeeling,Clubside Tours & Travels Pvt Ltd,"Half-day tour of Himalayan Mountaineering Institute, Zoo and Tibetan Refugee Centre",7252,236,907,2019-10-01T00:00:00,,,0,0,0,99,1049,4901,7252,1,35,2200,0,,13,4,,0
