state,city,organisation,roomtype,currency,currency,mealplan,mealplan,hoteltariffs_id,seasons_id,roomtypes_id,currencies_id,currencies_pt_id,cost_single,cost_single_pt,cost_single_ac,cost_single_ac_pt,cost_double,cost_double_pt,cost_double_ac,cost_double_ac_pt,nett,nett_pt,mealplans_id,mealplans_pt_id,freetransfer,extrabed,extrabed_pt,seasons_id,addressbook_id,fromdate,todate,frompax,to_pax,git,servicecharges,tac,tac_pt,taconmealplan,taconmealplan_pt,servicechargesonplan,closed,tl_discount,tl_discountabove,tl_freeabove,tl_halfdouble,extrabedcost,policyonescorts_id,dayoftheweek,extrabedpercentage,luxtax,luxtaxonpt,exptax,salestax,salestaxinclusive,default_roomtypes_id,default_ac,exptax_notapplicable,salestaxinclusive_pt,SpecialPeriod,Notes,AgentCommPerc,roomtype
Uttarakhand,Rishikesh,Raga on the Ganges,Mountain View Standard Room,Indian Rupee,Indian Rupee,Bed & breakfast,,438099,17347,248,13,13,,,7500,,,,7500,,1,0,2,,0,1500,,17347,3200,2020-04-01T00:00:00,2020-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,248,1,0,0,,,,Mountain View Standard Room
Uttarakhand,Rishikesh,Raga on the Ganges,Cottage,Indian Rupee,Indian Rupee,Bed & breakfast,,438100,17347,14,13,13,,,8500,,,,8500,,1,0,2,,0,1500,,17347,3200,2020-04-01T00:00:00,2020-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,248,1,0,0,,,,Cottage
Uttarakhand,Rishikesh,Raga on the Ganges,Executive Room,Indian Rupee,Indian Rupee,Bed & breakfast,,438101,17347,23,13,13,,,9500,,,,9500,,1,0,2,,0,1500,,17347,3200,2020-04-01T00:00:00,2020-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,248,1,0,0,,,,Executive Room
Uttarakhand,Rishikesh,Raga on the Ganges,Suite Room,Indian Rupee,Indian Rupee,Bed & breakfast,,438102,17347,673,13,13,,,15000,,,,15000,,1,0,2,,0,1500,,17347,3200,2020-04-01T00:00:00,2020-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,248,1,0,0,,,,Suite Room
Uttarakhand,Rishikesh,Raga on the Ganges,Mountain View Standard Room,Indian Rupee,Indian Rupee,Bed & breakfast,,438103,17348,248,13,13,,,7500,,,,7500,,1,0,2,,0,1500,,17348,3200,2020-10-01T00:00:00,2020-12-19T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,248,1,0,0,,,,Mountain View Standard Room
Uttarakhand,Rishikesh,Raga on the Ganges,Cottage,Indian Rupee,Indian Rupee,Bed & breakfast,,438104,17348,14,13,13,,,8500,,,,8500,,1,0,2,,0,1500,,17348,3200,2020-10-01T00:00:00,2020-12-19T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,248,1,0,0,,,,Cottage
Uttarakhand,Rishikesh,Raga on the Ganges,Executive Room,Indian Rupee,Indian Rupee,Bed & breakfast,,438105,17348,23,13,13,,,9500,,,,9500,,1,0,2,,0,1500,,17348,3200,2020-10-01T00:00:00,2020-12-19T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,248,1,0,0,,,,Executive Room
Uttarakhand,Rishikesh,Raga on the Ganges,Suite Room,Indian Rupee,Indian Rupee,Bed & breakfast,,438106,17348,673,13,13,,,15000,,,,15000,,1,0,2,,0,1500,,17348,3200,2020-10-01T00:00:00,2020-12-19T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,248,1,0,0,,,,Suite Room
Uttarakhand,Rishikesh,Raga on the Ganges,Mountain View Standard Room,Indian Rupee,Indian Rupee,Bed & breakfast,,438107,17349,248,13,13,,,7500,,,,7500,,1,0,2,,0,1500,,17349,3200,2021-01-06T00:00:00,2021-03-31T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,248,1,0,0,,,,Mountain View Standard Room
Uttarakhand,Rishikesh,Raga on the Ganges,Cottage,Indian Rupee,Indian Rupee,Bed & breakfast,,438108,17349,14,13,13,,,8500,,,,8500,,1,0,2,,0,1500,,17349,3200,2021-01-06T00:00:00,2021-03-31T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,248,1,0,0,,,,Cottage
Uttarakhand,Rishikesh,Raga on the Ganges,Executive Room,Indian Rupee,Indian Rupee,Bed & breakfast,,438109,17349,23,13,13,,,9500,,,,9500,,1,0,2,,0,1500,,17349,3200,2021-01-06T00:00:00,2021-03-31T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,248,1,0,0,,,,Executive Room
Uttarakhand,Rishikesh,Raga on the Ganges,Suite Room,Indian Rupee,Indian Rupee,Bed & breakfast,,438110,17349,673,13,13,,,15000,,,,15000,,1,0,2,,0,1500,,17349,3200,2021-01-06T00:00:00,2021-03-31T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,248,1,0,0,,,,Suite Room
Uttarakhand,Rishikesh,Raga on the Ganges,Mountain View Standard Room,Indian Rupee,Indian Rupee,Bed & breakfast,,438111,17350,248,13,13,,,8500,,,,8500,,1,0,2,,0,2000,,17350,3200,2020-12-20T00:00:00,2021-01-05T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,248,1,0,0,,Christmas Eve dinner Rs 2500 per person. New Year's Eve dinner Rs 3500 per person.,,Mountain View Standard Room
Uttarakhand,Rishikesh,Raga on the Ganges,Cottage,Indian Rupee,Indian Rupee,Bed & breakfast,,438112,17350,14,13,13,,,9500,,,,9500,,1,0,2,,0,2000,,17350,3200,2020-12-20T00:00:00,2021-01-05T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,248,1,0,0,,Christmas Eve dinner Rs 2500 per person. New Year's Eve dinner Rs 3500 per person.,,Cottage
Uttarakhand,Rishikesh,Raga on the Ganges,Executive Room,Indian Rupee,Indian Rupee,Bed & breakfast,,438113,17350,23,13,13,,,10500,,,,10500,,1,0,2,,0,2000,,17350,3200,2020-12-20T00:00:00,2021-01-05T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,248,1,0,0,,Christmas Eve dinner Rs 2500 per person. New Year's Eve dinner Rs 3500 per person.,,Executive Room
Uttarakhand,Rishikesh,Raga on the Ganges,Suite Room,Indian Rupee,Indian Rupee,Bed & breakfast,,438114,17350,673,13,13,,,17000,,,,17000,,1,0,2,,0,2000,,17350,3200,2020-12-20T00:00:00,2021-01-05T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,248,1,0,0,,Christmas Eve dinner Rs 2500 per person. New Year's Eve dinner Rs 3500 per person.,,Suite Room
Uttarakhand,Rishikesh,Aloha on the Ganges,One Bedroom Standard Apartment,Indian Rupee,Indian Rupee,Bed & breakfast,,438115,17351,750,13,13,,,10000,,,,10625,,1,0,2,,0,2000,,17351,2821,2020-04-01T00:00:00,2020-06-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,750,1,0,0,,"Rates increased by 25% due to the blackout dates  29 sep to 02 oct,06 oct to 8 oct,10 nov to 12 nov,23-26 dec,30 dec to 2 jan,21-23 jan, 8-10 march.",,One Bedroom Standard Apartment
Uttarakhand,Rishikesh,Aloha on the Ganges,Superior Room,Indian Rupee,Indian Rupee,Bed & breakfast,,438116,17351,25,13,13,,,13125,,,,13750,,1,0,2,,0,2000,,17351,2821,2020-04-01T00:00:00,2020-06-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,750,1,0,0,,"Rates increased by 25% due to the blackout dates  29 sep to 02 oct,06 oct to 8 oct,10 nov to 12 nov,23-26 dec,30 dec to 2 jan,21-23 jan, 8-10 march.",,Superior Room
Uttarakhand,Rishikesh,Aloha on the Ganges,One Bedroom Standard Apartment,Indian Rupee,Indian Rupee,Bed & breakfast,,438117,17352,750,13,13,,,7500,,,,8125,,1,0,2,,0,2000,,17352,2821,2020-07-01T00:00:00,2020-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,750,1,0,0,,"Rates increased by 25% due to the blackout dates  29 sep to 02 oct,06 oct to 8 oct,10 nov to 12 nov,23-26 dec,30 dec to 2 jan,21-23 jan, 8-10 march.",,One Bedroom Standard Apartment
Uttarakhand,Rishikesh,Aloha on the Ganges,Superior Room,Indian Rupee,Indian Rupee,Bed & breakfast,,438118,17352,25,13,13,,,10000,,,,10375,,1,0,2,,0,2000,,17352,2821,2020-07-01T00:00:00,2020-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,750,1,0,0,,"Rates increased by 25% due to the blackout dates  29 sep to 02 oct,06 oct to 8 oct,10 nov to 12 nov,23-26 dec,30 dec to 2 jan,21-23 jan, 8-10 march.",,Superior Room
Tamil Nadu,Mamallapuram,Taj Fisherman's Cove Resort & Spa,Garden Deluxe Room,Indian Rupee,Indian Rupee,Room only,Room only,438119,17353,109,13,13,,,8500,,,,8500,,0,0,1,1,0,0,0,17353,829,2020-02-18T00:00:00,2020-04-15T00:00:00,1,15,0,0,0,,0,0,0,0,,,,0,0,2,127,0,12,0,8.4,18,0,109,1,0,0,,,,Garden Deluxe Room
Tamil Nadu,Mamallapuram,Taj Fisherman's Cove Resort & Spa,Deluxe Sea View Room,Indian Rupee,Indian Rupee,Room only,Room only,438120,17353,236,13,13,,,10200,,,,10200,,0,0,1,1,0,0,0,17353,829,2020-02-18T00:00:00,2020-04-15T00:00:00,1,15,0,0,0,,0,0,0,0,,,,0,0,2,127,0,12,0,8.4,18,0,109,1,0,0,,,,Deluxe Sea View Room
Tamil Nadu,Mamallapuram,Taj Fisherman's Cove Resort & Spa,Premium Cottage Garden View,Indian Rupee,Indian Rupee,Room only,Room only,438121,17353,381,13,13,,,14000,,,,14000,,0,0,1,1,0,0,0,17353,829,2020-02-18T00:00:00,2020-04-15T00:00:00,1,15,0,0,0,,0,0,0,0,,,,0,0,2,127,0,12,0,8.4,18,0,109,1,0,0,,,,Premium Cottage Garden View
Tamil Nadu,Mamallapuram,Taj Fisherman's Cove Resort & Spa,Premium Sea View Cottage,Indian Rupee,Indian Rupee,Room only,Room only,438122,17353,718,13,13,,,16200,,,,16200,,0,0,1,1,0,0,0,17353,829,2020-02-18T00:00:00,2020-04-15T00:00:00,1,15,0,0,0,,0,0,0,0,,,,0,0,2,127,0,12,0,8.4,18,0,109,1,0,0,,,,Premium Sea View Cottage
Tamil Nadu,Mamallapuram,Taj Fisherman's Cove Resort & Spa,Premium Villa,Indian Rupee,Indian Rupee,Room only,Room only,438123,17353,954,13,13,,,18300,,,,18300,,0,0,1,1,0,0,0,17353,829,2020-02-18T00:00:00,2020-04-15T00:00:00,1,15,0,0,0,,0,0,0,0,,,,0,0,2,127,0,12,0,8.4,18,0,109,1,0,0,,,,Premium Villa
Tamil Nadu,Mamallapuram,Taj Fisherman's Cove Resort & Spa,Garden Deluxe Room,Indian Rupee,Indian Rupee,Room only,Room only,438124,17354,109,13,13,,,8250,,,,8250,,0,0,1,1,0,0,0,17354,829,2020-04-16T00:00:00,2020-09-30T00:00:00,1,15,0,0,0,,0,0,0,0,50,10,15,0,0,2,127,0,12,0,8.4,18,0,109,1,0,0,,,,Garden Deluxe Room
Tamil Nadu,Mamallapuram,Taj Fisherman's Cove Resort & Spa,Deluxe Sea View Room,Indian Rupee,Indian Rupee,Room only,Room only,438125,17354,236,13,13,,,9990,,,,9990,,0,0,1,1,0,0,0,17354,829,2020-04-16T00:00:00,2020-09-30T00:00:00,1,15,0,0,0,,0,0,0,0,50,10,15,0,0,2,127,0,12,0,8.4,18,0,109,1,0,0,,,,Deluxe Sea View Room
Tamil Nadu,Mamallapuram,Taj Fisherman's Cove Resort & Spa,Premium Cottage Garden View,Indian Rupee,Indian Rupee,Room only,Room only,438126,17354,381,13,13,,,13700,,,,13700,,0,0,1,1,0,0,0,17354,829,2020-04-16T00:00:00,2020-09-30T00:00:00,1,15,0,0,0,,0,0,0,0,50,10,15,0,0,2,127,0,12,0,8.4,18,0,109,1,0,0,,,,Premium Cottage Garden View
Tamil Nadu,Mamallapuram,Taj Fisherman's Cove Resort & Spa,Premium Sea View Cottage,Indian Rupee,Indian Rupee,Room only,Room only,438127,17354,718,13,13,,,15900,,,,15900,,0,0,1,1,0,0,0,17354,829,2020-04-16T00:00:00,2020-09-30T00:00:00,1,15,0,0,0,,0,0,0,0,50,10,15,0,0,2,127,0,12,0,8.4,18,0,109,1,0,0,,,,Premium Sea View Cottage
Tamil Nadu,Mamallapuram,Taj Fisherman's Cove Resort & Spa,Premium Villa,Indian Rupee,Indian Rupee,Room only,Room only,438128,17354,954,13,13,,,18000,,,,18000,,0,0,1,1,0,0,0,17354,829,2020-04-16T00:00:00,2020-09-30T00:00:00,1,15,0,0,0,,0,0,0,0,50,10,15,0,0,2,127,0,12,0,8.4,18,0,109,1,0,0,,,,Premium Villa
Tamil Nadu,Mamallapuram,Taj Fisherman's Cove Resort & Spa,Garden Deluxe Room,Indian Rupee,Indian Rupee,Room only,Room only,438129,17355,109,13,13,,,9000,,,,9000,,0,0,1,1,0,0,0,17355,829,2020-10-01T00:00:00,2020-12-21T00:00:00,1,15,0,0,0,,0,0,0,0,,,,0,0,2,127,0,12,0,8.4,18,0,109,1,0,0,,,,Garden Deluxe Room
Tamil Nadu,Mamallapuram,Taj Fisherman's Cove Resort & Spa,Deluxe Sea View Room,Indian Rupee,Indian Rupee,Room only,Room only,438130,17355,236,13,13,,,10700,,,,10700,,0,0,1,1,0,0,0,17355,829,2020-10-01T00:00:00,2020-12-21T00:00:00,1,15,0,0,0,,0,0,0,0,,,,0,0,2,127,0,12,0,8.4,18,0,109,1,0,0,,,,Deluxe Sea View Room
Tamil Nadu,Mamallapuram,Taj Fisherman's Cove Resort & Spa,Premium Cottage Garden View,Indian Rupee,Indian Rupee,Room only,Room only,438131,17355,381,13,13,,,14700,,,,14700,,0,0,1,1,0,0,0,17355,829,2020-10-01T00:00:00,2020-12-21T00:00:00,1,15,0,0,0,,0,0,0,0,,,,0,0,2,127,0,12,0,8.4,18,0,109,1,0,0,,,,Premium Cottage Garden View
Tamil Nadu,Mamallapuram,Taj Fisherman's Cove Resort & Spa,Premium Sea View Cottage,Indian Rupee,Indian Rupee,Room only,Room only,438132,17355,718,13,13,,,17000,,,,17000,,0,0,1,1,0,0,0,17355,829,2020-10-01T00:00:00,2020-12-21T00:00:00,1,15,0,0,0,,0,0,0,0,,,,0,0,2,127,0,12,0,8.4,18,0,109,1,0,0,,,,Premium Sea View Cottage
Tamil Nadu,Mamallapuram,Taj Fisherman's Cove Resort & Spa,Premium Villa,Indian Rupee,Indian Rupee,Room only,Room only,438133,17355,954,13,13,,,19200,,,,19200,,0,0,1,1,0,0,0,17355,829,2020-10-01T00:00:00,2020-12-21T00:00:00,1,15,0,0,0,,0,0,0,0,,,,0,0,2,127,0,12,0,8.4,18,0,109,1,0,0,,,,Premium Villa
Tamil Nadu,Mamallapuram,Taj Fisherman's Cove Resort & Spa,Garden Deluxe Room,Indian Rupee,Indian Rupee,Room only,Room only,438134,17356,109,13,13,,,14000,,,,14000,,0,0,1,1,0,0,0,17356,829,2020-12-22T00:00:00,2020-12-31T00:00:00,1,15,0,0,0,,0,0,0,0,,,,0,0,2,127,0,12,0,8.4,18,0,109,1,0,0,,Mandatory Dinner on 31/12: INR 7000 per person,,Garden Deluxe Room
Tamil Nadu,Mamallapuram,Taj Fisherman's Cove Resort & Spa,Deluxe Sea View Room,Indian Rupee,Indian Rupee,Room only,Room only,438135,17356,236,13,13,,,15700,,,,15700,,0,0,1,1,0,0,0,17356,829,2020-12-22T00:00:00,2020-12-31T00:00:00,1,15,0,0,0,,0,0,0,0,,,,0,0,2,127,0,12,0,8.4,18,0,109,1,0,0,,Mandatory Dinner on 31/12: INR 7000 per person,,Deluxe Sea View Room
Tamil Nadu,Mamallapuram,Taj Fisherman's Cove Resort & Spa,Premium Cottage Garden View,Indian Rupee,Indian Rupee,Room only,Room only,438136,17356,381,13,13,,,19700,,,,19700,,0,0,1,1,0,0,0,17356,829,2020-12-22T00:00:00,2020-12-31T00:00:00,1,15,0,0,0,,0,0,0,0,,,,0,0,2,127,0,12,0,8.4,18,0,109,1,0,0,,Mandatory Dinner on 31/12: INR 7000 per person,,Premium Cottage Garden View
Tamil Nadu,Mamallapuram,Taj Fisherman's Cove Resort & Spa,Premium Sea View Cottage,Indian Rupee,Indian Rupee,Room only,Room only,438137,17356,718,13,13,,,22000,,,,22000,,0,0,1,1,0,0,0,17356,829,2020-12-22T00:00:00,2020-12-31T00:00:00,1,15,0,0,0,,0,0,0,0,,,,0,0,2,127,0,12,0,8.4,18,0,109,1,0,0,,Mandatory Dinner on 31/12: INR 7000 per person,,Premium Sea View Cottage
Tamil Nadu,Mamallapuram,Taj Fisherman's Cove Resort & Spa,Premium Villa,Indian Rupee,Indian Rupee,Room only,Room only,438138,17356,954,13,13,,,24200,,,,24200,,0,0,1,1,0,0,0,17356,829,2020-12-22T00:00:00,2020-12-31T00:00:00,1,15,0,0,0,,0,0,0,0,,,,0,0,2,127,0,12,0,8.4,18,0,109,1,0,0,,Mandatory Dinner on 31/12: INR 7000 per person,,Premium Villa
Tamil Nadu,Madurai,The Gateway Hotel Pasumalai Madurai,Superior Room,Indian Rupee,Indian Rupee,Room only,Room only,438139,17357,25,13,13,,,7300,,,,7300,,0,0,1,1,0,0,0,17357,832,2020-02-18T00:00:00,2020-04-15T00:00:00,1,15,0,,,0,0,0,0,0,,,,0,,,127,,12.5,0,7.42,18,0,25,1,0,0,,,,Superior Room
Tamil Nadu,Madurai,The Gateway Hotel Pasumalai Madurai,Executive Room,Indian Rupee,Indian Rupee,Room only,Room only,438140,17357,23,13,13,,,8300,,,,8300,,0,0,1,1,0,0,0,17357,832,2020-02-18T00:00:00,2020-04-15T00:00:00,1,15,0,,,0,0,0,0,0,,,,0,,,127,,12.5,0,7.42,18,0,25,1,0,0,,,,Executive Room
Tamil Nadu,Madurai,The Gateway Hotel Pasumalai Madurai,Superior Room,Indian Rupee,Indian Rupee,Room only,Room only,438141,17358,25,13,13,,,6000,,,,6000,,0,0,1,1,0,0,0,17358,832,2020-04-16T00:00:00,2020-09-30T00:00:00,1,15,0,,,0,0,0,0,0,,,,0,,,127,,12.5,0,7.42,18,0,25,1,0,0,,,,Superior Room
Tamil Nadu,Madurai,The Gateway Hotel Pasumalai Madurai,Executive Room,Indian Rupee,Indian Rupee,Room only,Room only,438142,17358,23,13,13,,,6800,,,,6800,,0,0,1,1,0,0,0,17358,832,2020-04-16T00:00:00,2020-09-30T00:00:00,1,15,0,,,0,0,0,0,0,,,,0,,,127,,12.5,0,7.42,18,0,25,1,0,0,,,,Executive Room
Tamil Nadu,Madurai,The Gateway Hotel Pasumalai Madurai,Superior Room,Indian Rupee,Indian Rupee,Room only,Room only,438143,17359,25,13,13,,,7300,,,,7300,,0,0,1,1,0,0,0,17359,832,2020-10-01T00:00:00,2020-12-31T00:00:00,1,15,0,,,0,0,0,0,0,,,,0,,,127,,12.5,0,7.42,18,0,25,1,0,0,,24/12 (Dinner): INR 3000 pp + taxes  25/12 (Lunch): INR 4000 pp + taxes  31/12 (Dinner): INR 3000 pp + taxes,,Superior Room
Tamil Nadu,Madurai,The Gateway Hotel Pasumalai Madurai,Executive Room,Indian Rupee,Indian Rupee,Room only,Room only,438144,17359,23,13,13,,,8300,,,,8300,,0,0,1,1,0,0,0,17359,832,2020-10-01T00:00:00,2020-12-31T00:00:00,1,15,0,,,0,0,0,0,0,,,,0,,,127,,12.5,0,7.42,18,0,25,1,0,0,,24/12 (Dinner): INR 3000 pp + taxes  25/12 (Lunch): INR 4000 pp + taxes  31/12 (Dinner): INR 3000 pp + taxes,,Executive Room
Kerala,Kovalam,Taj Green Cove Resort & Spa,Superior Cottage,Indian Rupee,Indian Rupee,Room only,,438145,17360,209,13,13,,,15500,,,,15500,,0,0,1,,0,0,,17360,2752,2020-02-18T00:00:00,2020-02-29T00:00:00,1,15,0,,,,0,0,0,0,,,,0,,,127,,10,0,8.4,18,0,209,1,0,,,,,Superior Cottage
Kerala,Kovalam,Taj Green Cove Resort & Spa,Superior Sea View Room,Indian Rupee,Indian Rupee,Room only,,438146,17360,281,13,13,,,17500,,,,17500,,0,0,1,,0,0,,17360,2752,2020-02-18T00:00:00,2020-02-29T00:00:00,1,15,0,,,,0,0,0,0,,,,0,,,127,,10,0,8.4,18,0,209,1,0,,,,,Superior Sea View Room
Kerala,Kovalam,Taj Green Cove Resort & Spa,Deluxe Suite,Indian Rupee,Indian Rupee,Room only,,438147,17360,47,13,13,,,22500,,,,22500,,0,0,1,,0,0,,17360,2752,2020-02-18T00:00:00,2020-02-29T00:00:00,1,15,0,,,,0,0,0,0,,,,0,,,127,,10,0,8.4,18,0,209,1,0,,,,,Deluxe Suite
Kerala,Kovalam,Taj Green Cove Resort & Spa,Premium Suite,Indian Rupee,Indian Rupee,Room only,,438148,17360,483,13,13,,,26000,,,,26000,,0,0,1,,0,0,,17360,2752,2020-02-18T00:00:00,2020-02-29T00:00:00,1,15,0,,,,0,0,0,0,,,,0,,,127,,10,0,8.4,18,0,209,1,0,,,,,Premium Suite
Kerala,Kovalam,Taj Green Cove Resort & Spa,Superior Cottage,Indian Rupee,Indian Rupee,Room only,,438149,17361,209,13,13,,,13000,,,,13000,,0,0,1,,0,0,,17361,2752,2020-03-01T00:00:00,2020-04-15T00:00:00,1,15,0,,,,0,0,0,0,,,,0,,,127,,10,0,8.4,18,0,209,1,0,,,,,Superior Cottage
Kerala,Kovalam,Taj Green Cove Resort & Spa,Superior Sea View Room,Indian Rupee,Indian Rupee,Room only,,438150,17361,281,13,13,,,15000,,,,15000,,0,0,1,,0,0,,17361,2752,2020-03-01T00:00:00,2020-04-15T00:00:00,1,15,0,,,,0,0,0,0,,,,0,,,127,,10,0,8.4,18,0,209,1,0,,,,,Superior Sea View Room
Kerala,Kovalam,Taj Green Cove Resort & Spa,Deluxe Suite,Indian Rupee,Indian Rupee,Room only,,438151,17361,47,13,13,,,20000,,,,20000,,0,0,1,,0,0,,17361,2752,2020-03-01T00:00:00,2020-04-15T00:00:00,1,15,0,,,,0,0,0,0,,,,0,,,127,,10,0,8.4,18,0,209,1,0,,,,,Deluxe Suite
Kerala,Kovalam,Taj Green Cove Resort & Spa,Premium Suite,Indian Rupee,Indian Rupee,Room only,,438152,17361,483,13,13,,,23500,,,,23500,,0,0,1,,0,0,,17361,2752,2020-03-01T00:00:00,2020-04-15T00:00:00,1,15,0,,,,0,0,0,0,,,,0,,,127,,10,0,8.4,18,0,209,1,0,,,,,Premium Suite
Kerala,Kovalam,Taj Green Cove Resort & Spa,Superior Cottage,Indian Rupee,Indian Rupee,Room only,,438153,17362,209,13,13,,,7500,,,,7500,,0,0,1,,0,0,,17362,2752,2020-04-16T00:00:00,2020-09-30T00:00:00,1,15,0,,,,0,0,0,0,,,,0,,,127,,10,0,8.4,18,0,209,1,0,,,,,Superior Cottage
Kerala,Kovalam,Taj Green Cove Resort & Spa,Superior Sea View Room,Indian Rupee,Indian Rupee,Room only,,438154,17362,281,13,13,,,9500,,,,9500,,0,0,1,,0,0,,17362,2752,2020-04-16T00:00:00,2020-09-30T00:00:00,1,15,0,,,,0,0,0,0,,,,0,,,127,,10,0,8.4,18,0,209,1,0,,,,,Superior Sea View Room
Kerala,Kovalam,Taj Green Cove Resort & Spa,Deluxe Suite,Indian Rupee,Indian Rupee,Room only,,438155,17362,47,13,13,,,17500,,,,17500,,0,0,1,,0,0,,17362,2752,2020-04-16T00:00:00,2020-09-30T00:00:00,1,15,0,,,,0,0,0,0,,,,0,,,127,,10,0,8.4,18,0,209,1,0,,,,,Deluxe Suite
Kerala,Kovalam,Taj Green Cove Resort & Spa,Premium Suite,Indian Rupee,Indian Rupee,Room only,,438156,17362,483,13,13,,,21500,,,,21500,,0,0,1,,0,0,,17362,2752,2020-04-16T00:00:00,2020-09-30T00:00:00,1,15,0,,,,0,0,0,0,,,,0,,,127,,10,0,8.4,18,0,209,1,0,,,,,Premium Suite
Kerala,Kovalam,Taj Green Cove Resort & Spa,Superior Cottage,Indian Rupee,Indian Rupee,Room only,,438157,17363,209,13,13,,,13250,,,,13250,,0,0,1,,0,0,,17363,2752,2020-10-01T00:00:00,2020-12-21T00:00:00,1,15,0,,,,0,0,0,0,,,,0,,,127,,10,0,8.4,18,0,209,1,0,,,,,Superior Cottage
Kerala,Kovalam,Taj Green Cove Resort & Spa,Superior Sea View Room,Indian Rupee,Indian Rupee,Room only,,438158,17363,281,13,13,,,15500,,,,15500,,0,0,1,,0,0,,17363,2752,2020-10-01T00:00:00,2020-12-21T00:00:00,1,15,0,,,,0,0,0,0,,,,0,,,127,,10,0,8.4,18,0,209,1,0,,,,,Superior Sea View Room
Kerala,Kovalam,Taj Green Cove Resort & Spa,Deluxe Suite,Indian Rupee,Indian Rupee,Room only,,438159,17363,47,13,13,,,20750,,,,20750,,0,0,1,,0,0,,17363,2752,2020-10-01T00:00:00,2020-12-21T00:00:00,1,15,0,,,,0,0,0,0,,,,0,,,127,,10,0,8.4,18,0,209,1,0,,,,,Deluxe Suite
Kerala,Kovalam,Taj Green Cove Resort & Spa,Premium Suite,Indian Rupee,Indian Rupee,Room only,,438160,17363,483,13,13,,,24500,,,,24500,,0,0,1,,0,0,,17363,2752,2020-10-01T00:00:00,2020-12-21T00:00:00,1,15,0,,,,0,0,0,0,,,,0,,,127,,10,0,8.4,18,0,209,1,0,,,,,Premium Suite
Kerala,Kovalam,Taj Green Cove Resort & Spa,Superior Cottage,Indian Rupee,Indian Rupee,Room only,,438161,17364,209,13,13,,,20750,,,,20750,,0,0,1,,0,0,,17364,2752,2020-12-22T00:00:00,2020-12-26T00:00:00,1,15,0,,,,0,0,0,0,,,,0,,,127,,10,0,8.4,18,0,209,1,0,,,24th December 2020 (Dinner): Rs 6500/- pp + Taxes  25th December 2020 (Lunch): Rs 6500/- pp + Taxes    ,,Superior Cottage
Kerala,Kovalam,Taj Green Cove Resort & Spa,Superior Sea View Room,Indian Rupee,Indian Rupee,Room only,,438162,17364,281,13,13,,,23000,,,,23000,,0,0,1,,0,0,,17364,2752,2020-12-22T00:00:00,2020-12-26T00:00:00,1,15,0,,,,0,0,0,0,,,,0,,,127,,10,0,8.4,18,0,209,1,0,,,24th December 2020 (Dinner): Rs 6500/- pp + Taxes  25th December 2020 (Lunch): Rs 6500/- pp + Taxes    ,,Superior Sea View Room
Kerala,Kovalam,Taj Green Cove Resort & Spa,Deluxe Suite,Indian Rupee,Indian Rupee,Room only,,438163,17364,47,13,13,,,28250,,,,28250,,0,0,1,,0,0,,17364,2752,2020-12-22T00:00:00,2020-12-26T00:00:00,1,15,0,,,,0,0,0,0,,,,0,,,127,,10,0,8.4,18,0,209,1,0,,,24th December 2020 (Dinner): Rs 6500/- pp + Taxes  25th December 2020 (Lunch): Rs 6500/- pp + Taxes    ,,Deluxe Suite
