state,city,organisation,roomtype,currency,currency,mealplan,mealplan,hoteltariffs_id,seasons_id,roomtypes_id,currencies_id,currencies_pt_id,cost_single,cost_single_pt,cost_single_ac,cost_single_ac_pt,cost_double,cost_double_pt,cost_double_ac,cost_double_ac_pt,nett,nett_pt,mealplans_id,mealplans_pt_id,freetransfer,extrabed,extrabed_pt,seasons_id,addressbook_id,fromdate,todate,frompax,to_pax,git,servicecharges,tac,tac_pt,taconmealplan,taconmealplan_pt,servicechargesonplan,closed,tl_discount,tl_discountabove,tl_freeabove,tl_halfdouble,extrabedcost,policyonescorts_id,dayoftheweek,extrabedpercentage,luxtax,luxtaxonpt,exptax,salestax,salestaxinclusive,default_roomtypes_id,default_ac,exptax_notapplicable,salestaxinclusive_pt,SpecialPeriod,Notes,AgentCommPerc,roomtype
Rajasthan,Jaisalmer,Suryagarh,Fort Room,Indian Rupee,Indian Rupee,Bed & breakfast,,435853,16449,882,13,13,,,13000,,,,13000,,0,0,2,,0,4000,,16449,3046,2019-10-01T00:00:00,2019-12-20T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Diwali - INR 4,000/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Fort Room
Rajasthan,Jaisalmer,Suryagarh,Heritage Room,Indian Rupee,Indian Rupee,Bed & breakfast,,435854,16449,185,13,13,,,16000,,,,16000,,0,0,2,,0,4000,,16449,3046,2019-10-01T00:00:00,2019-12-20T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Diwali - INR 4,000/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Heritage Room
Rajasthan,Jaisalmer,Suryagarh,Signature Suite,Indian Rupee,Indian Rupee,Bed & breakfast,,435855,16449,883,13,13,,,20000,,,,20000,,0,0,2,,0,4000,,16449,3046,2019-10-01T00:00:00,2019-12-20T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Diwali - INR 4,000/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Signature Suite
Rajasthan,Jaisalmer,Suryagarh,Jaisalmer Haveli,Indian Rupee,Indian Rupee,Bed & breakfast,,435856,16449,884,13,13,,,32500,,,,32500,,0,0,2,,0,4000,,16449,3046,2019-10-01T00:00:00,2019-12-20T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Diwali - INR 4,000/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Jaisalmer Haveli
Rajasthan,Jaisalmer,Suryagarh,Suryagarh Suite,Indian Rupee,Indian Rupee,,,435857,16449,885,13,13,,,,,,,,,0,0,,,0,,,16449,3046,2019-10-01T00:00:00,2019-12-20T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Diwali - INR 4,000/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Suryagarh Suite
Rajasthan,Jaisalmer,Suryagarh,Thar Haveli,Indian Rupee,Indian Rupee,,,435858,16449,886,13,13,,,,,,,,,0,0,,,0,,,16449,3046,2019-10-01T00:00:00,2019-12-20T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Diwali - INR 4,000/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Thar Haveli
Rajasthan,Jaisalmer,Suryagarh,Luxury Suite,Indian Rupee,Indian Rupee,Bed & breakfast,Room only,435859,16449,45,13,13,,,22500,,,,22500,,0,0,2,1,0,4000,0,16449,3046,2019-10-01T00:00:00,2019-12-20T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Diwali - INR 4,000/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Luxury Suite
Rajasthan,Jaisalmer,Suryagarh,Pavilion Room,Indian Rupee,Indian Rupee,Bed & breakfast,,435860,16450,881,13,13,,,12000,,,,12000,,0,0,2,,0,4000,,16450,3046,2020-01-06T00:00:00,2020-03-31T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Holi - INR 7,500/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Pavilion Room
Rajasthan,Jaisalmer,Suryagarh,Fort Room,Indian Rupee,Indian Rupee,Bed & breakfast,,435861,16450,882,13,13,,,13000,,,,13000,,0,0,2,,0,4000,,16450,3046,2020-01-06T00:00:00,2020-03-31T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Holi - INR 7,500/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Fort Room
Rajasthan,Jaisalmer,Suryagarh,Heritage Room,Indian Rupee,Indian Rupee,Bed & breakfast,,435862,16450,185,13,13,,,16000,,,,16000,,0,0,2,,0,4000,,16450,3046,2020-01-06T00:00:00,2020-03-31T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Holi - INR 7,500/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Heritage Room
Rajasthan,Jaisalmer,Suryagarh,Signature Suite,Indian Rupee,Indian Rupee,Bed & breakfast,,435863,16450,883,13,13,,,20000,,,,20000,,0,0,2,,0,4000,,16450,3046,2020-01-06T00:00:00,2020-03-31T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Holi - INR 7,500/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Signature Suite
Rajasthan,Jaisalmer,Suryagarh,Jaisalmer Haveli,Indian Rupee,Indian Rupee,Bed & breakfast,,435864,16450,884,13,13,,,32500,,,,32500,,0,0,2,,0,4000,,16450,3046,2020-01-06T00:00:00,2020-03-31T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Holi - INR 7,500/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Jaisalmer Haveli
Rajasthan,Jaisalmer,Suryagarh,Suryagarh Suite,Indian Rupee,Indian Rupee,,,435865,16450,885,13,13,,,,,,,,,0,0,,,0,,,16450,3046,2020-01-06T00:00:00,2020-03-31T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Holi - INR 7,500/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Suryagarh Suite
Rajasthan,Jaisalmer,Suryagarh,Thar Haveli,Indian Rupee,Indian Rupee,,,435866,16450,886,13,13,,,,,,,,,0,0,,,0,,,16450,3046,2020-01-06T00:00:00,2020-03-31T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Holi - INR 7,500/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Thar Haveli
Rajasthan,Jaisalmer,Suryagarh,Luxury Suite,Indian Rupee,Indian Rupee,Bed & breakfast,Room only,435867,16450,45,13,13,,,22500,,,,22500,,0,0,2,1,0,4000,0,16450,3046,2020-01-06T00:00:00,2020-03-31T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Holi - INR 7,500/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Luxury Suite
Rajasthan,Jaisalmer,Suryagarh,Pavilion Room,Indian Rupee,Indian Rupee,Bed & breakfast,,435868,16451,881,13,13,,,23000,,,,23000,,0,0,2,,0,4000,,16451,3046,2019-12-21T00:00:00,2020-01-05T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Christmas - INR 8,500/- plus taxes per person  New Year Eve - INR 10,000/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Pavilion Room
Rajasthan,Jaisalmer,Suryagarh,Fort Room,Indian Rupee,Indian Rupee,Bed & breakfast,,435869,16451,882,13,13,,,25000,,,,25000,,0,0,2,,0,4000,,16451,3046,2019-12-21T00:00:00,2020-01-05T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Christmas - INR 8,500/- plus taxes per person  New Year Eve - INR 10,000/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Fort Room
Rajasthan,Jaisalmer,Suryagarh,Heritage Room,Indian Rupee,Indian Rupee,Bed & breakfast,,435870,16451,185,13,13,,,28000,,,,28000,,0,0,2,,0,4000,,16451,3046,2019-12-21T00:00:00,2020-01-05T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Christmas - INR 8,500/- plus taxes per person  New Year Eve - INR 10,000/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Heritage Room
Rajasthan,Jaisalmer,Suryagarh,Signature Suite,Indian Rupee,Indian Rupee,Bed & breakfast,,435871,16451,883,13,13,,,32000,,,,32000,,0,0,2,,0,4000,,16451,3046,2019-12-21T00:00:00,2020-01-05T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Christmas - INR 8,500/- plus taxes per person  New Year Eve - INR 10,000/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Signature Suite
Rajasthan,Jaisalmer,Suryagarh,Jaisalmer Haveli,Indian Rupee,Indian Rupee,Bed & breakfast,,435872,16451,884,13,13,,,54000,,,,54000,,0,0,2,,0,4000,,16451,3046,2019-12-21T00:00:00,2020-01-05T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Christmas - INR 8,500/- plus taxes per person  New Year Eve - INR 10,000/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Jaisalmer Haveli
Rajasthan,Jaisalmer,Suryagarh,Suryagarh Suite,Indian Rupee,Indian Rupee,,,435873,16451,885,13,13,,,,,,,,,0,0,,,0,,,16451,3046,2019-12-21T00:00:00,2020-01-05T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Christmas - INR 8,500/- plus taxes per person  New Year Eve - INR 10,000/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Suryagarh Suite
Rajasthan,Jaisalmer,Suryagarh,Thar Haveli,Indian Rupee,Indian Rupee,,,435874,16451,886,13,13,,,,,,,,,0,0,,,0,,,16451,3046,2019-12-21T00:00:00,2020-01-05T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Christmas - INR 8,500/- plus taxes per person  New Year Eve - INR 10,000/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Thar Haveli
Rajasthan,Jaisalmer,Suryagarh,Luxury Suite,Indian Rupee,Indian Rupee,Bed & breakfast,Room only,435875,16451,45,13,13,,,36000,,,,36000,,0,0,2,1,0,4000,0,16451,3046,2019-12-21T00:00:00,2020-01-05T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,"Mandatory Gala Dinner Supplements  Christmas - INR 8,500/- plus taxes per person  New Year Eve - INR 10,000/- plus taxes per person  Children 6-12 - 50% of above rates.  Children below 6 - complimentary meals",,Luxury Suite
Rajasthan,Jaisalmer,Suryagarh,Pavilion Room,Indian Rupee,Indian Rupee,Bed & breakfast,,435876,16452,881,13,13,,,7200,,,,7200,,0,0,2,,0,4000,,16452,3046,2019-07-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,,,Pavilion Room
Rajasthan,Jaisalmer,Suryagarh,Fort Room,Indian Rupee,Indian Rupee,Bed & breakfast,,435877,16452,882,13,13,,,7400,,,,7400,,0,0,2,,0,4000,,16452,3046,2019-07-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,,,Fort Room
Rajasthan,Jaisalmer,Suryagarh,Heritage Room,Indian Rupee,Indian Rupee,Bed & breakfast,,435878,16452,185,13,13,,,9000,,,,9000,,0,0,2,,0,4000,,16452,3046,2019-07-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,,,Heritage Room
Rajasthan,Jaisalmer,Suryagarh,Signature Suite,Indian Rupee,Indian Rupee,Bed & breakfast,,435879,16452,883,13,13,,,14000,,,,14000,,0,0,2,,0,4000,,16452,3046,2019-07-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,,,Signature Suite
Rajasthan,Jaisalmer,Suryagarh,Jaisalmer Haveli,Indian Rupee,Indian Rupee,Bed & breakfast,,435880,16452,884,13,13,,,28000,,,,28000,,0,0,2,,0,4000,,16452,3046,2019-07-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,,,Jaisalmer Haveli
Rajasthan,Jaisalmer,Suryagarh,Suryagarh Suite,Indian Rupee,Indian Rupee,Bed & breakfast,,435881,16452,885,13,13,,,45000,,,,45000,,0,0,2,,0,4000,,16452,3046,2019-07-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,,,Suryagarh Suite
Rajasthan,Jaisalmer,Suryagarh,Thar Haveli,Indian Rupee,Indian Rupee,,,435882,16452,886,13,13,,,,,,,,,0,0,,,0,,,16452,3046,2019-07-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,,,Thar Haveli
Rajasthan,Jaisalmer,Suryagarh,Luxury Suite,Indian Rupee,Indian Rupee,Bed & breakfast,Room only,435883,16452,45,13,13,,,15500,,,,15500,,0,0,2,1,0,4000,0,16452,3046,2019-07-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,,,Luxury Suite
Rajasthan,Jaisalmer,Suryagarh,Pavilion Room,Indian Rupee,Indian Rupee,Bed & breakfast,,435884,16453,881,13,13,,,7200,,,,7200,,0,0,2,,0,4000,,16453,3046,2019-05-01T00:00:00,2019-06-30T00:00:00,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,closed for renovations,,Pavilion Room
Rajasthan,Jaisalmer,Suryagarh,Fort Room,Indian Rupee,Indian Rupee,Bed & breakfast,,435885,16453,882,13,13,,,7400,,,,7400,,0,0,2,,0,4000,,16453,3046,2019-05-01T00:00:00,2019-06-30T00:00:00,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,closed for renovations,,Fort Room
Rajasthan,Jaisalmer,Suryagarh,Heritage Room,Indian Rupee,Indian Rupee,Bed & breakfast,,435886,16453,185,13,13,,,9000,,,,9000,,0,0,2,,0,4000,,16453,3046,2019-05-01T00:00:00,2019-06-30T00:00:00,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,closed for renovations,,Heritage Room
Rajasthan,Jaisalmer,Suryagarh,Signature Suite,Indian Rupee,Indian Rupee,Bed & breakfast,,435887,16453,883,13,13,,,14000,,,,14000,,0,0,2,,0,4000,,16453,3046,2019-05-01T00:00:00,2019-06-30T00:00:00,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,closed for renovations,,Signature Suite
Rajasthan,Jaisalmer,Suryagarh,Jaisalmer Haveli,Indian Rupee,Indian Rupee,Bed & breakfast,,435888,16453,884,13,13,,,28000,,,,28000,,0,0,2,,0,4000,,16453,3046,2019-05-01T00:00:00,2019-06-30T00:00:00,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,closed for renovations,,Jaisalmer Haveli
Rajasthan,Jaisalmer,Suryagarh,Suryagarh Suite,Indian Rupee,Indian Rupee,Bed & breakfast,,435889,16453,885,13,13,,,45000,,,,45000,,0,0,2,,0,4000,,16453,3046,2019-05-01T00:00:00,2019-06-30T00:00:00,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,closed for renovations,,Suryagarh Suite
Rajasthan,Jaisalmer,Suryagarh,Thar Haveli,Indian Rupee,Indian Rupee,,,435890,16453,886,13,13,,,,,,,,,0,0,,,0,,,16453,3046,2019-05-01T00:00:00,2019-06-30T00:00:00,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,closed for renovations,,Thar Haveli
Rajasthan,Jaisalmer,Suryagarh,Luxury Suite,Indian Rupee,Indian Rupee,Bed & breakfast,Room only,435891,16453,45,13,13,,,15500,,,,15500,,0,0,2,1,0,4000,0,16453,3046,2019-05-01T00:00:00,2019-06-30T00:00:00,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,,127,0,0,0,0,0,0,881,1,0,0,,closed for renovations,,Luxury Suite
Rajasthan,Sawai Madhopur,Tiger Den Resort,Deluxe Room,Indian Rupee,Indian Rupee,Bed & breakfast,,435892,16454,10,13,13,,,5000,,,,6000,,1,0,2,,0,1500,,16454,3049,2019-07-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,,127,0,0,0,0,0,0,10,1,0,0,,,,Deluxe Room
Rajasthan,Sawai Madhopur,Tiger Den Resort,Suite,Indian Rupee,Indian Rupee,Bed & breakfast,,435893,16454,9,13,13,,,6000,,,,6500,,1,0,2,,0,1500,,16454,3049,2019-07-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,,127,0,0,0,0,0,0,10,1,0,0,,,,Suite
Rajasthan,Bharatpur,Laxmi Vilas Palace,Deluxe Room (Old wing),Indian Rupee,Indian Rupee,Bed & breakfast,,435894,16455,933,13,13,,,3500,,,,3500,,0,0,2,,0,1100,,16455,860,2019-04-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,,10,15,0,715,,127,0,10,0,9,,0,933,1,0,0,,Supplement for Suite room: INR 2200 per room per night,,Deluxe Room (Old wing)
Rajasthan,Bharatpur,Laxmi Vilas Palace,Deluxe Room (New Wing),Indian Rupee,Indian Rupee,Bed & breakfast,,435895,16455,934,13,13,,,4500,,,,4500,,0,0,2,,0,1100,,16455,860,2019-04-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,,10,15,0,715,,127,0,10,0,9,,0,933,1,0,0,,Supplement for Suite room: INR 2200 per room per night,,Deluxe Room (New Wing)
Rajasthan,Dholpur,Raj Niwas Palace,Courtyard Room,Indian Rupee,Indian Rupee,Bed & breakfast,,435896,16456,836,13,13,,,3500,,,,4000,,0,0,2,,0,1800,,16456,3013,2019-04-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,836,1,0,0,,Chambal Boat Safari :INR 7000 per boat +taxes (max 6 pax)(remains Closed between 15 June - 15 October )  Chambal Ravine Safari : INR 7000 per Jeep +taxes .,,Courtyard Room
Rajasthan,Dholpur,Raj Niwas Palace,Heritage Room,Indian Rupee,Indian Rupee,Bed & breakfast,,435897,16456,185,13,13,,,7500,,,,8000,,0,0,2,,0,1800,,16456,3013,2019-04-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,836,1,0,0,,Chambal Boat Safari :INR 7000 per boat +taxes (max 6 pax)(remains Closed between 15 June - 15 October )  Chambal Ravine Safari : INR 7000 per Jeep +taxes .,,Heritage Room
Rajasthan,Dholpur,Raj Niwas Palace,Pool Villa Cottage,Indian Rupee,Indian Rupee,Bed & breakfast,,435898,16456,837,13,13,,,5500,,,,6000,,0,0,2,,0,1800,,16456,3013,2019-04-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,836,1,0,0,,Chambal Boat Safari :INR 7000 per boat +taxes (max 6 pax)(remains Closed between 15 June - 15 October )  Chambal Ravine Safari : INR 7000 per Jeep +taxes .,,Pool Villa Cottage
Rajasthan,Karauli,Bhanwar Vilas Palace,Deluxe Room,Indian Rupee,Indian Rupee,Bed & breakfast,,435899,16457,10,13,13,,,3000,,,,3500,,0,0,2,,0,1300,,16457,395,2019-04-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,,1,10,0,450,2,127,0,,0,9,,1,47,1,0,0,,,,Deluxe Room
Rajasthan,Karauli,Bhanwar Vilas Palace,Deluxe Suite,Indian Rupee,Indian Rupee,Bed & breakfast,,435900,16457,47,13,13,,,5500,,,,5500,,0,0,2,,0,2000,,16457,395,2019-04-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,,1,10,0,450,2,127,0,,0,9,,1,47,1,0,0,,,,Deluxe Suite
Rajasthan,Sawai Madhopur,Hotel Ranthambhore Regency,Deluxe Room,Indian Rupee,Indian Rupee,Fullboard,,435901,16458,10,13,13,,,5800,,,,6500,,0,0,4,,0,2500,,16458,2725,2019-10-01T00:00:00,2020-06-30T00:00:00,1,15,0,,,,0,0,0,0,,,,0,,,127,,,0,,,0,10,1,0,,0,Christmas Eve: Rs 2500 pp + tax  New Year's Eve: Rs 3000 pp + tax,,Deluxe Room
Rajasthan,Sawai Madhopur,Sawai Vilas,Cottage,Indian Rupee,Indian Rupee,Fullboard,,435902,16459,14,13,13,,,9500,,,,10500,,0,0,4,,0,4000,,16459,3141,2019-10-01T00:00:00,2020-06-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,14,1,0,0,,Christmas Eve: Rs 2500 pp + tax  New Year's Eve: Rs 3000 pp + tax,,Cottage
Rajasthan,Sariska,Vanaashrya,Cottage,Indian Rupee,Indian Rupee,Fullboard,,435903,16460,14,13,13,,,8000,,,,9000,,0,0,4,,0,3000,,16460,3015,2019-10-01T00:00:00,2020-06-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,14,1,0,0,,"Christmas Eve: Rs 2500 pp + tax  New Year's Eve: Rs 3000 pp + tax  Camel cart Ride : INR 600 AI Per person (Max 04 Pax per cart),  Exclusive Jeep Safari to Sariska National Park : INR 10500 per jeep,per drive ( Max 06 pax per jeep )",,Cottage
Rajasthan,Nawalgarh,Grand Haveli,Deluxe Room,Indian Rupee,Indian Rupee,Bed & breakfast,Room only,435904,16461,10,13,13,,,2200,,,,2300,,0,0,2,1,0,1150,0,16461,3142,2019-04-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,,1,0,0,,,,Deluxe Room
Rajasthan,Bikaner,Heritage Resort,Deluxe Room,Indian Rupee,Indian Rupee,Bed & breakfast,Room only,435905,16462,10,13,13,,,2300,,,,2600,,0,0,2,1,0,1350,0,16462,3143,2019-04-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,10,1,0,0,,,,Deluxe Room
Rajasthan,Pushkar,Dera Masuda Luxury Resort,Deluxe Room,Indian Rupee,Indian Rupee,Bed & breakfast,Room only,435906,16464,10,13,13,,,2500,,,,2500,,0,0,2,1,0,1250,0,16464,3144,2019-04-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,10,1,0,0,,,,Deluxe Room
Rajasthan,Pushkar,Dera Masuda Luxury Resort,Deluxe Suite,Indian Rupee,Indian Rupee,Bed & breakfast,Room only,435907,16464,47,13,13,,,4500,,,,4500,,0,0,2,1,0,2000,0,16464,3144,2019-04-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,127,0,0,0,0,0,0,10,1,0,0,,,,Deluxe Suite
Rajasthan,Deogarh,Deogarh Mahal,Deluxe Room,Indian Rupee,Indian Rupee,Bed & breakfast,,435908,16465,10,13,13,,,3800,,,,4100,,0,0,2,,0,1400,,16465,401,2019-04-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,,0,0,0,0,,,,0,0,,127,0,,0,7.42,,1,10,1,0,0,,,,Deluxe Room
Rajasthan,Deogarh,Deogarh Mahal,Deluxe Suite,Indian Rupee,Indian Rupee,Bed & breakfast,,435909,16465,47,13,13,,,6300,,,,6600,,0,0,2,,0,1800,,16465,401,2019-04-01T00:00:00,2019-09-30T00:00:00,1,15,0,0,0,,0,0,0,0,,,,0,0,,127,0,,0,7.42,,1,10,1,0,0,,,,Deluxe Suite
Rajasthan,Bharatpur,Laxmi Vilas Palace,Deluxe Room (Old wing),Indian Rupee,Indian Rupee,Bed & breakfast,,435910,16466,933,13,13,,,4500,,,,5000,,0,0,2,,0,1300,,16466,860,2019-10-01T00:00:00,2020-03-31T00:00:00,1,15,0,0,0,0,0,0,0,0,,10,15,0,715,,127,0,10,0,9,,0,933,1,0,0,,Mandatory Xmas/New year Supplement: Rs 3500 + tax per person per meal  Supplement for Suite room: INR 2200 per room per night,,Deluxe Room (Old wing)
Rajasthan,Bharatpur,Laxmi Vilas Palace,Deluxe Room (New Wing),Indian Rupee,Indian Rupee,Bed & breakfast,,435911,16466,934,13,13,,,5500,,,,6000,,0,0,2,,0,1300,,16466,860,2019-10-01T00:00:00,2020-03-31T00:00:00,1,15,0,0,0,0,0,0,0,0,,10,15,0,715,,127,0,10,0,9,,0,933,1,0,0,,Mandatory Xmas/New year Supplement: Rs 3500 + tax per person per meal  Supplement for Suite room: INR 2200 per room per night,,Deluxe Room (New Wing)
